skills_jaccard,skills_overlap,education_match,experience_years,job_experience_required,experience_gap,preferred_job_type_match,location_match,salary_within_range,seeker_rating,is_available,label
0.0,0,0.0,4,3,1,0,0,0,4.49,1,0
0.0,0,0.0,20,1,19,1,1,1,2.59,1,0
0.3333333333333333,1,1.0,5,5,0,0,1,1,2.76,1,1
0.16666666666666666,1,0.0,14,2,12,0,1,0,3.01,0,0
0.0,0,1.0,10,1,9,1,0,1,4.32,1,0
0.125,1,0.0,4,2,2,0,1,0,3.8,0,0
0.0,0,0.0,4,3,1,1,1,0,2.85,1,0
0.0,0,0.0,5,2,3,0,0,0,4.76,1,0
0.0,0,0.0,8,5,3,1,1,0,3.9,0,0
0.5,2,0.0,6,5,1,0,1,0,3.8,1,0
0.0,0,0.0,4,1,3,0,0,1,4.54,0,0
0.0,0,0.0,13,3,10,0,0,0,4.51,1,0
0.0,0,0.0,4,2,2,0,1,1,4.66,0,0
0.3333333333333333,2,1.0,18,5,13,0,1,1,4.2,1,1
0.14285714285714285,1,0.0,13,2,11,0,0,1,3.86,0,0
0.0,0,0.0,4,2,2,0,0,1,3.96,0,0
0.14285714285714285,1,0.0,6,3,3,0,1,0,3.8,1,0
0.25,2,0.0,7,0,7,1,1,1,3.08,0,0
0.0,0,0.0,5,3,2,0,0,0,4.33,1,0
0.2857142857142857,2,0.0,9,2,7,0,1,0,3.01,1,0
0.0,0,0.0,2,3,-1,1,1,0,3.58,1,0
0.5,2,1.0,8,1,7,0,1,1,3.65,1,1
0.0,0,0.0,7,2,5,0,1,1,4.96,0,0
0.0,0,0.0,13,5,8,0,0,0,2.71,0,0
0.1111111111111111,1,0.0,6,0,6,1,1,1,2.92,1,0
0.0,0,0.0,2,0,2,1,1,0,3.05,0,0
0.0,0,0.0,13,2,11,1,1,0,4.34,0,0
0.0,0,0.0,6,2,4,1,0,0,2.57,1,0
0.0,0,0.0,7,1,6,1,0,1,4.09,1,0
0.0,0,0.0,9,3,6,0,1,0,3.01,1,0
0.16666666666666666,1,0.0,12,0,12,0,0,1,3.07,1,0
0.0,0,0.0,13,3,10,0,1,0,3.47,1,0
0.0,0,0.0,13,0,13,0,0,1,2.9,1,0
0.2,1,0.0,9,2,7,0,1,0,3.23,1,0
0.0,0,0.0,1,5,-4,0,1,0,3.84,0,0
0.0,0,0.0,3,5,-2,1,1,0,4.48,1,0
0.25,1,0.0,11,5,6,1,0,0,3.03,1,0
0.0,0,0.0,10,1,9,0,0,1,2.76,0,0
0.0,0,0.0,6,5,1,1,0,0,3.57,1,0
0.0,0,0.0,10,2,8,0,1,0,3.79,1,0
0.3333333333333333,1,1.0,10,5,5,0,1,1,3.79,1,1
0.6666666666666666,4,1.0,4,2,2,0,0,1,3.98,0,0
0.1111111111111111,1,0.0,5,3,2,1,0,0,4.58,0,0
0.0,0,0.0,7,5,2,0,1,0,4.5,1,0
0.0,0,0.0,8,5,3,1,0,0,2.55,1,0
0.0,0,0.0,2,1,1,1,1,1,4.43,0,0
0.0,0,0.0,7,5,2,1,1,0,2.7,0,0
0.3333333333333333,1,0.0,13,2,11,1,1,1,4.76,1,0
0.0,0,0.0,5,0,5,0,0,0,3.63,1,0
0.0,0,0.0,9,5,4,1,1,0,3.33,1,0
0.2857142857142857,2,0.0,12,3,9,0,1,0,2.93,1,0
0.25,2,0.0,7,0,7,0,0,1,4.22,1,0
0.0,0,0.0,3,2,1,0,0,1,3.22,1,0
0.0,0,0.0,14,2,12,0,1,0,3.74,0,0
0.0,0,0.0,6,3,3,1,1,0,2.63,1,0
0.0,0,0.0,1,1,0,1,1,1,4.57,0,0
0.0,0,0.0,7,2,5,0,0,0,4.66,1,0
0.0,0,0.0,4,2,2,1,1,1,3.44,1,0
0.2,1,0.0,5,5,0,1,0,0,4.0,1,0
0.25,2,0.0,4,2,2,1,1,1,3.88,0,0
0.0,0,0.0,5,0,5,1,0,0,4.01,1,0
0.0,0,0.0,13,2,11,0,1,0,3.0,1,0
0.5,2,1.0,6,0,6,1,1,1,4.9,1,1
0.0,0,0.0,8,2,6,0,0,0,3.33,1,0
0.0,0,0.0,10,1,9,0,0,1,4.9,0,0
0.0,0,0.0,1,3,-2,1,1,0,4.42,0,0
0.2,1,0.0,16,2,14,0,0,0,4.86,1,0
0.3333333333333333,2,0.0,9,2,7,0,0,0,3.51,0,0
0.16666666666666666,1,0.0,6,5,1,1,0,0,2.84,0,0
0.125,1,0.0,14,2,12,0,1,1,3.19,1,0
0.3333333333333333,1,1.0,11,1,10,0,1,1,3.07,1,1
0.3333333333333333,2,1.0,11,1,10,1,1,1,4.04,1,1
0.0,0,0.0,6,1,5,0,1,1,4.61,1,0
0.0,0,0.0,20,2,18,0,1,0,4.52,1,0
0.16666666666666666,1,0.0,7,2,5,0,1,1,2.94,1,0
0.0,0,0.0,6,1,5,1,0,1,3.5,1,0
0.0,0,1.0,10,5,5,1,0,0,4.9,0,0
0.0,0,0.0,6,2,4,1,1,0,3.41,0,0
0.0,0,0.0,10,5,5,0,1,0,4.67,0,0
0.125,1,0.0,4,2,2,1,1,0,3.5,1,0
0.0,0,0.0,8,3,5,0,1,0,2.58,0,0
0.0,0,0.0,11,5,6,0,0,0,4.44,1,0
0.3333333333333333,1,1.0,2,4,-2,0,1,1,4.09,1,1
0.3333333333333333,2,1.0,17,0,17,1,1,1,4.64,1,1
0.1111111111111111,1,0.0,7,2,5,1,0,0,2.98,0,0
0.0,0,0.0,5,2,3,1,1,1,2.93,1,0
0.0,0,0.0,3,2,1,0,1,0,4.3,1,0
0.0,0,0.0,13,3,10,1,0,1,3.06,1,0
0.125,1,0.0,13,3,10,1,1,0,3.78,1,0
0.0,0,0.0,7,1,6,0,1,1,3.35,0,0
0.125,1,0.0,16,0,16,0,1,1,3.31,1,0
0.25,1,1.0,2,5,-3,0,0,0,3.05,0,0
0.0,0,0.0,7,5,2,0,0,0,2.79,1,0
0.5,3,1.0,3,1,2,0,1,1,3.58,1,1
0.3333333333333333,1,1.0,8,4,4,0,1,1,4.29,1,1
0.0,0,0.0,12,2,10,1,0,1,4.21,1,0
0.0,0,0.0,14,5,9,1,1,0,4.65,0,0
0.3333333333333333,1,1.0,2,5,-3,1,1,1,4.31,1,1
0.0,0,0.0,6,5,1,1,0,0,4.12,0,0
0.3333333333333333,2,1.0,14,5,9,0,1,1,4.92,1,1
0.3333333333333333,2,1.0,1,1,0,0,1,1,3.59,1,1
0.0,0,0.0,5,1,4,0,0,1,4.33,1,0
0.0,0,0.0,6,5,1,0,1,0,4.44,0,0
0.0,0,0.0,4,2,2,1,1,0,2.61,1,0
0.1111111111111111,1,0.0,8,3,5,0,1,0,4.28,1,0
0.2,1,0.0,15,5,10,1,1,0,4.37,1,0
0.0,0,0.0,4,0,4,0,1,1,2.68,1,0
0.2857142857142857,2,0.0,4,0,4,1,1,1,3.5,1,0
0.14285714285714285,1,0.0,8,2,6,0,0,0,4.78,1,0
0.0,0,0.0,8,2,6,0,0,0,4.01,1,0
0.0,0,0.0,7,5,2,0,1,0,4.34,1,0
0.0,0,0.0,10,1,9,0,1,1,2.65,1,0
0.3333333333333333,2,1.0,7,5,2,1,1,1,3.97,1,1
0.4,2,1.0,13,0,13,1,1,1,3.47,1,1
0.125,1,0.0,14,2,12,0,0,1,4.33,0,0
0.0,0,0.0,5,2,3,0,0,1,2.87,1,0
0.0,0,0.0,6,0,6,0,1,1,2.88,0,0
0.14285714285714285,1,0.0,4,0,4,0,0,1,4.54,0,0
0.125,1,0.0,7,2,5,0,0,1,4.17,0,0
0.0,0,0.0,8,0,8,0,1,1,4.21,1,0
0.0,0,0.0,1,1,0,0,1,1,3.0,0,0
0.0,0,0.0,4,2,2,0,1,1,2.88,1,0
0.0,0,0.0,5,2,3,0,1,1,2.57,0,0
0.0,0,0.0,7,5,2,0,1,0,4.0,0,0
0.125,1,0.0,16,2,14,0,0,1,4.53,1,0
0.0,0,0.0,3,1,2,0,1,1,2.71,1,0
0.3333333333333333,2,1.0,13,4,9,0,1,1,2.87,1,1
0.0,0,0.0,7,3,4,0,1,1,3.08,0,0
0.0,0,0.0,1,3,-2,1,1,0,3.05,0,0
0.14285714285714285,1,0.0,6,2,4,0,0,1,4.12,0,0
0.0,0,0.0,1,1,0,1,0,1,3.17,1,0
0.0,0,0.0,7,2,5,0,1,0,3.74,1,0
0.3333333333333333,1,1.0,10,1,9,1,1,1,4.34,1,1
0.3333333333333333,2,0.0,20,2,18,0,1,1,4.52,1,0
0.5,1,1.0,1,3,-2,1,1,1,3.17,1,1
0.16666666666666666,1,0.0,5,5,0,0,0,0,3.16,1,0
0.0,0,0.0,11,2,9,1,0,1,3.87,1,0
0.0,0,0.0,14,1,13,0,1,1,3.19,1,0
0.25,2,0.0,5,3,2,0,1,1,3.77,1,0
0.0,0,0.0,8,2,6,1,1,0,2.74,1,0
0.125,1,0.0,11,3,8,0,1,0,4.22,1,0
0.2857142857142857,2,0.0,14,2,12,0,1,0,4.36,1,0
0.125,1,0.0,16,2,14,0,1,1,4.16,1,0
0.0,0,0.0,1,5,-4,0,1,0,4.55,1,0
0.0,0,0.0,7,2,5,1,1,0,2.88,1,0
0.0,0,0.0,11,3,8,1,0,0,3.13,1,0
0.125,1,0.0,7,3,4,0,0,0,3.17,1,0
0.0,0,0.0,8,2,6,0,0,0,2.59,1,0
0.25,2,0.0,6,2,4,0,1,1,2.92,0,0
0.0,0,1.0,13,1,12,1,0,1,3.51,1,0
0.16666666666666666,1,0.0,5,3,2,0,1,0,2.89,0,0
0.0,0,0.0,14,5,9,1,1,0,3.35,1,0
0.0,0,0.0,7,0,7,1,0,1,3.53,0,0
0.3333333333333333,2,1.0,7,2,5,0,1,1,3.23,1,1
0.125,1,0.0,6,3,3,0,1,1,4.41,1,0
0.25,1,0.0,13,5,8,1,0,0,4.89,1,0
0.16666666666666666,1,0.0,8,5,3,1,1,0,3.14,1,0
0.0,0,0.0,7,1,6,1,0,1,3.52,0,0
0.25,2,0.0,3,3,0,0,1,0,2.51,1,0
0.16666666666666666,1,1.0,5,5,0,1,0,0,4.71,1,0
0.2,1,0.0,13,2,11,0,1,1,4.03,1,0
0.0,0,0.0,7,2,5,1,0,0,2.68,1,0
0.0,0,1.0,1,2,-1,0,0,0,2.98,1,0
0.0,0,0.0,14,2,12,0,1,0,3.19,1,0
0.0,0,0.0,5,1,4,0,1,1,2.89,0,0
0.25,2,0.0,14,2,12,0,0,0,4.3,1,0
0.0,0,0.0,1,2,-1,1,1,0,3.84,0,0
0.2,1,0.0,18,3,15,1,1,0,3.08,1,0
0.0,0,0.0,4,2,2,0,1,1,3.73,0,0
0.0,0,0.0,10,3,7,1,1,0,5.0,0,0
0.125,1,0.0,9,3,6,0,0,0,3.61,1,0
0.0,0,0.0,15,5,10,0,1,0,2.6,0,0
0.0,0,0.0,9,1,8,0,1,1,3.75,1,0
0.0,0,0.0,1,1,0,0,1,1,3.05,0,0
0.2857142857142857,2,0.0,13,3,10,1,0,0,2.88,1,0
0.0,0,0.0,7,0,7,0,0,1,3.56,1,0
0.0,0,0.0,4,1,3,0,0,1,4.77,1,0
0.16666666666666666,1,1.0,14,3,11,0,1,0,3.01,0,0
0.0,0,0.0,7,2,5,0,1,0,3.97,1,0
0.0,0,0.0,7,0,7,0,0,1,3.49,1,0
0.0,0,0.0,9,5,4,0,1,0,2.91,1,0
0.3333333333333333,2,1.0,2,5,-3,1,1,1,4.42,1,1
0.0,0,0.0,14,5,9,1,1,0,4.89,1,0
0.0,0,0.0,11,5,6,1,1,0,2.58,1,0
0.0,0,0.0,10,1,9,1,1,1,4.36,1,0
0.0,0,0.0,8,0,8,0,1,0,4.24,1,0
0.0,0,0.0,3,2,1,0,0,1,4.05,1,0
0.0,0,0.0,13,5,8,0,1,0,3.64,0,0
0.0,0,0.0,8,2,6,0,1,0,4.28,1,0
0.0,0,0.0,8,3,5,0,0,0,3.41,1,0
0.0,0,0.0,8,2,6,0,1,1,2.91,1,0
0.0,0,0.0,7,1,6,0,1,1,3.13,0,0
0.0,0,0.0,12,1,11,0,1,1,3.36,1,0
0.0,0,0.0,3,2,1,1,0,1,4.6,1,0
0.2,1,0.0,2,2,0,0,1,0,3.58,1,0
0.2,1,0.0,7,5,2,0,0,0,4.51,0,0
0.0,0,0.0,1,1,0,1,1,1,2.78,1,0
0.3333333333333333,2,1.0,10,2,8,1,1,1,2.68,1,1
0.0,0,0.0,11,0,11,0,1,1,3.0,0,0
0.0,0,0.0,7,2,5,0,0,1,4.89,0,0
0.0,0,0.0,7,5,2,0,0,0,3.11,1,0
0.0,0,0.0,10,1,9,0,1,1,3.59,1,0
0.16666666666666666,1,0.0,8,2,6,1,0,0,2.85,1,0
0.0,0,0.0,7,0,7,1,1,1,3.93,1,0
0.0,0,0.0,11,3,8,0,0,0,3.03,1,0
0.3333333333333333,2,1.0,8,2,6,1,1,1,3.14,1,1
0.1111111111111111,1,0.0,9,3,6,0,0,0,3.61,1,0
0.25,2,0.0,5,2,3,1,1,1,4.89,1,0
0.3333333333333333,2,1.0,10,4,6,0,1,1,3.2,1,1
0.0,0,0.0,3,2,1,1,1,0,4.39,0,0
0.0,0,0.0,9,0,9,1,1,1,3.73,1,0
0.0,0,0.0,7,1,6,0,1,1,3.41,1,0
0.25,2,0.0,15,2,13,0,0,1,3.95,1,0
0.14285714285714285,1,0.0,7,2,5,1,1,0,4.72,1,0
0.5,2,1.0,7,3,4,0,1,1,3.03,1,1
0.16666666666666666,1,0.0,8,0,8,1,0,1,2.85,1,0
0.1111111111111111,1,0.0,11,2,9,0,0,0,3.23,1,0
0.0,0,1.0,4,5,-1,0,1,0,2.85,1,0
0.0,0,0.0,15,2,13,1,0,0,4.71,1,0
0.3333333333333333,1,1.0,8,4,4,1,1,1,3.99,1,1
0.25,2,0.0,6,2,4,1,1,0,4.71,1,0
0.0,0,1.0,4,0,4,0,1,0,3.37,1,0
0.3333333333333333,1,0.0,8,5,3,0,1,0,2.91,1,0
0.0,0,0.0,13,1,12,0,1,1,3.47,1,0
0.25,2,0.0,10,0,10,0,0,0,2.76,0,0
0.0,0,0.0,8,5,3,0,0,0,2.74,1,0
0.14285714285714285,1,0.0,1,5,-4,0,0,0,4.84,1,0
0.0,0,0.0,1,2,-1,0,0,0,3.33,1,0
0.0,0,0.0,1,3,-2,1,0,0,2.98,1,0
0.0,0,0.0,2,3,-1,0,1,0,4.43,0,0
0.5,2,1.0,6,4,2,0,1,1,4.87,1,1
0.0,0,0.0,3,1,2,1,0,1,3.76,1,0
0.14285714285714285,1,0.0,4,5,-1,1,1,1,3.72,0,0
0.0,0,0.0,17,1,16,1,1,1,4.64,1,0
0.3333333333333333,1,1.0,4,0,4,0,1,1,2.68,1,1
0.16666666666666666,1,0.0,10,0,10,0,1,1,3.79,1,0
0.125,1,0.0,16,2,14,0,0,0,3.31,1,0
0.0,0,0.0,3,2,1,0,0,1,3.79,0,0
0.0,0,0.0,6,3,3,0,0,0,4.65,1,0
0.0,0,0.0,15,2,13,0,0,1,2.87,1,0
0.25,2,0.0,7,2,5,0,1,0,3.37,1,0
0.125,1,0.0,7,2,5,0,1,1,3.04,1,0
0.0,0,1.0,13,2,11,1,1,0,4.03,1,0
0.125,1,0.0,1,3,-2,1,1,0,3.59,1,0
0.0,0,0.0,4,0,4,0,1,0,3.89,1,0
0.14285714285714285,1,0.0,9,5,4,0,1,0,4.68,1,0
0.0,0,0.0,9,3,6,0,0,0,2.52,1,0
0.125,1,0.0,11,2,9,1,0,1,3.5,1,0
0.0,0,0.0,5,0,5,1,1,1,4.3,1,0
0.0,0,0.0,5,1,4,0,0,1,4.58,0,0
0.0,0,0.0,15,2,13,0,1,1,3.99,1,0
0.0,0,0.0,13,0,13,0,1,0,2.6,0,0
0.0,0,0.0,6,1,5,0,1,1,3.57,1,0
0.16666666666666666,1,0.0,14,0,14,1,1,0,4.68,0,0
0.2857142857142857,2,0.0,4,2,2,1,1,1,4.31,1,0
0.0,0,0.0,5,1,4,1,0,1,2.78,1,0
0.5,1,1.0,3,1,2,1,1,1,2.71,1,1
0.0,0,0.0,11,2,9,0,0,1,2.7,1,0
0.5,1,1.0,5,0,5,0,1,1,2.93,1,1
0.125,1,0.0,5,2,3,1,0,1,3.06,0,0
0.14285714285714285,1,0.0,12,0,12,0,1,0,4.7,1,0
0.0,0,0.0,12,2,10,0,1,1,4.93,1,0
0.3333333333333333,2,0.0,11,2,9,1,1,1,4.3,1,0
0.0,0,1.0,7,2,5,1,0,0,2.79,1,0
0.0,0,0.0,9,5,4,0,1,0,3.95,0,0
0.0,0,0.0,9,3,6,1,1,0,4.24,0,0
0.16666666666666666,1,0.0,7,2,5,0,0,0,4.65,1,0
0.16666666666666666,1,0.0,11,2,9,0,0,1,4.22,1,0
0.0,0,1.0,12,3,9,0,1,1,4.2,1,0
0.14285714285714285,1,0.0,2,2,0,0,1,0,3.61,1,0
0.25,2,0.0,11,2,9,0,0,1,3.66,1,0
0.16666666666666666,1,0.0,11,3,8,0,0,0,2.58,1,0
0.0,0,0.0,7,3,4,1,1,0,4.52,1,0
0.3333333333333333,2,1.0,2,2,0,1,1,1,4.42,1,1
0.0,0,0.0,6,2,4,0,1,1,4.71,1,0
0.3333333333333333,1,1.0,3,4,-1,1,1,1,2.86,1,1
0.16666666666666666,1,0.0,3,3,0,0,1,0,3.45,1,0
0.2857142857142857,2,0.0,1,0,1,1,1,1,2.82,1,0
0.2857142857142857,2,0.0,9,3,6,0,1,1,3.33,1,0
0.0,0,0.0,13,2,11,0,1,1,4.09,1,0
0.1111111111111111,1,0.0,3,2,1,1,0,0,3.86,0,0
0.0,0,0.0,14,2,12,1,1,0,4.46,1,0
0.0,0,0.0,2,5,-3,1,1,0,3.27,1,0
0.0,0,0.0,14,0,14,1,0,1,4.46,1,0
0.0,0,0.0,9,2,7,1,1,1,4.86,0,0
0.0,0,0.0,7,5,2,0,0,1,3.53,0,0
0.0,0,0.0,3,1,2,1,1,1,3.96,0,0
0.14285714285714285,1,0.0,5,5,0,0,1,0,2.74,1,0
0.0,0,1.0,7,0,7,0,1,1,3.35,0,0
0.0,0,0.0,4,1,3,1,0,1,3.4,1,0
0.0,0,0.0,5,5,0,0,0,0,3.9,1,0
0.14285714285714285,1,0.0,10,3,7,0,1,0,4.72,0,0
0.4,2,1.0,1,3,-2,1,1,1,4.55,1,1
0.5,2,1.0,10,3,7,0,1,1,2.66,1,1
0.125,1,1.0,18,2,16,1,1,0,4.88,1,0
0.0,0,0.0,4,2,2,0,1,1,3.11,1,0
0.16666666666666666,1,0.0,20,2,18,1,1,0,2.6,1,0
0.0,0,0.0,12,2,10,1,0,1,3.07,1,0
0.0,0,0.0,6,2,4,0,0,0,3.57,1,0
0.0,0,0.0,7,0,7,0,0,0,3.99,1,0
0.3333333333333333,2,1.0,7,5,2,0,1,1,3.03,1,1
0.0,0,0.0,2,2,0,0,1,1,4.44,0,0
0.6666666666666666,2,0.0,13,5,8,1,1,0,3.43,0,0
0.0,0,0.0,11,3,8,0,0,0,3.37,1,0
0.3333333333333333,1,1.0,1,2,-1,0,1,1,2.52,1,1
0.125,1,0.0,3,2,1,0,1,1,2.5,1,0
0.0,0,1.0,16,5,11,1,1,0,2.5,1,0
0.0,0,0.0,1,2,-1,1,1,0,4.57,0,0
0.25,2,0.0,4,0,4,1,0,1,3.98,0,0
0.3333333333333333,1,1.0,12,2,10,0,1,1,4.36,1,1
0.0,0,0.0,6,3,3,0,1,0,3.5,1,0
0.0,0,0.0,5,1,4,0,1,1,2.61,0,0
0.0,0,0.0,3,1,2,1,0,1,4.6,1,0
0.125,1,0.0,8,0,8,1,1,1,4.17,0,0
0.0,0,0.0,8,2,6,1,1,1,4.29,1,0
0.0,0,0.0,13,1,12,0,1,1,2.93,1,0
0.0,0,0.0,3,1,2,1,0,1,2.71,0,0
0.4,2,1.0,4,0,4,0,1,1,3.34,1,1
0.0,0,0.0,1,1,0,1,0,1,2.77,1,0
0.0,0,0.0,3,3,0,0,1,0,3.97,1,0
0.0,0,0.0,14,5,9,0,1,0,2.51,0,0
0.0,0,0.0,6,2,4,0,0,1,4.61,1,0
0.0,0,0.0,12,1,11,1,1,1,4.72,1,0
0.14285714285714285,1,0.0,5,3,2,0,1,0,2.76,1,0
0.0,0,0.0,7,1,6,1,1,1,3.23,1,0
0.0,0,0.0,7,3,4,1,0,0,4.98,0,0
0.0,0,0.0,8,2,6,1,0,1,3.89,0,0
0.0,0,0.0,8,0,8,0,1,1,4.86,1,0
0.0,0,1.0,9,0,9,0,1,0,4.88,0,0
0.0,0,0.0,4,3,1,1,1,0,2.52,1,0
0.25,1,0.0,7,5,2,1,0,0,3.49,1,0
0.0,0,0.0,16,0,16,0,1,1,2.51,0,0
0.0,0,0.0,3,2,1,1,0,0,4.11,1,0
0.0,0,0.0,4,2,2,1,1,0,4.08,0,0
0.25,1,0.0,4,1,3,0,1,1,4.13,0,0
0.0,0,1.0,4,5,-1,0,0,0,4.9,1,0
0.0,0,0.0,2,2,0,1,1,0,3.58,1,0
0.0,0,0.0,6,1,5,0,1,1,4.03,1,0
0.125,1,0.0,10,2,8,1,1,0,4.59,1,0
0.3333333333333333,2,1.0,3,2,1,1,1,1,3.63,1,1
0.0,0,0.0,12,0,12,0,1,0,4.81,1,0
0.0,0,0.0,6,1,5,1,0,1,2.57,1,0
0.0,0,0.0,14,5,9,0,1,0,4.36,1,0
0.42857142857142855,3,1.0,7,2,5,0,1,0,3.97,1,0
0.0,0,0.0,14,2,12,0,1,1,4.68,0,0
0.25,2,0.0,7,3,4,1,1,0,3.67,1,0
0.0,0,0.0,12,1,11,1,0,1,3.96,1,0
0.0,0,0.0,8,3,5,1,0,0,3.16,1,0
0.2,1,0.0,9,5,4,1,0,0,3.1,0,0
0.0,0,0.0,10,0,10,0,1,1,4.44,1,0
0.0,0,0.0,14,3,11,0,0,0,3.93,1,0
0.0,0,0.0,10,2,8,0,0,0,2.72,0,0
0.125,1,0.0,13,0,13,1,1,1,4.96,0,0
0.0,0,0.0,5,0,5,1,1,0,4.73,1,0
0.2,1,0.0,2,2,0,0,1,1,4.09,1,0
0.3333333333333333,2,1.0,9,5,4,0,1,1,4.93,1,1
0.0,0,0.0,6,3,3,1,1,0,2.56,0,0
0.25,1,0.0,5,2,3,1,1,1,2.57,0,0
0.2,1,0.0,5,2,3,1,1,0,4.3,1,0
0.0,0,0.0,7,3,4,0,1,0,3.58,1,0
0.0,0,0.0,11,2,9,0,0,0,4.87,1,0
0.0,0,0.0,7,3,4,0,0,0,4.51,0,0
0.0,0,0.0,6,1,5,0,1,1,3.2,1,0
0.0,0,0.0,1,0,1,0,1,1,3.41,1,0
0.4,2,1.0,9,5,4,0,1,1,4.67,1,1
0.0,0,0.0,4,1,3,1,1,1,3.8,1,0
0.1111111111111111,1,0.0,4,2,2,0,0,0,4.77,1,0
0.2,1,0.0,11,2,9,0,0,0,3.23,1,0
0.0,0,0.0,9,5,4,0,1,0,3.5,1,0
0.125,1,0.0,5,0,5,0,0,0,4.46,1,0
0.1111111111111111,1,0.0,2,0,2,1,0,1,4.41,1,0
0.16666666666666666,1,1.0,9,5,4,1,1,1,3.94,1,0
0.0,0,0.0,14,2,12,1,1,1,4.52,1,0
0.0,0,1.0,12,1,11,0,0,1,4.3,1,0
0.16666666666666666,1,0.0,14,0,14,0,0,1,4.2,1,0
0.125,1,0.0,11,3,8,0,1,1,4.35,0,0
0.0,0,0.0,6,1,5,0,1,1,2.76,0,0
0.125,1,0.0,7,0,7,0,0,0,3.92,1,0
0.5,2,0.0,4,5,-1,1,1,0,3.37,1,0
0.0,0,0.0,3,5,-2,0,1,0,3.76,1,0
0.0,0,0.0,13,1,12,0,0,1,4.89,1,0
0.2857142857142857,2,0.0,13,0,13,0,1,1,4.1,1,0
0.0,0,0.0,1,2,-1,0,1,0,4.92,1,0
0.16666666666666666,1,0.0,14,2,12,0,0,1,2.95,0,0
0.0,0,0.0,5,5,0,1,1,0,4.06,0,0
0.3333333333333333,2,0.0,8,2,6,0,1,1,3.99,1,0
0.5,1,1.0,3,1,2,0,1,1,2.74,1,1
0.0,0,0.0,5,2,3,0,1,1,4.3,1,0
0.16666666666666666,1,0.0,1,0,1,1,0,0,3.22,1,0
0.0,0,0.0,12,1,11,1,0,1,4.2,1,0
0.0,0,0.0,10,2,8,1,1,1,2.66,1,0
0.16666666666666666,1,0.0,11,2,9,0,0,1,3.19,0,0
0.3333333333333333,1,1.0,6,4,2,1,1,1,4.97,1,1
0.14285714285714285,1,0.0,2,2,0,1,1,1,4.26,0,0
0.0,0,0.0,6,1,5,0,1,1,4.9,1,0
0.2857142857142857,2,0.0,5,0,5,0,1,1,3.31,1,0
0.0,0,0.0,4,1,3,1,1,1,3.18,0,0
0.0,0,0.0,6,5,1,1,0,0,3.04,1,0
0.0,0,1.0,3,0,3,0,1,1,3.82,1,0
0.0,0,0.0,4,2,2,0,1,0,4.99,1,0
0.0,0,1.0,6,1,5,0,1,1,2.74,1,0
0.5,3,0.0,13,2,11,1,1,1,3.78,1,0
0.0,0,0.0,5,1,4,1,1,1,4.73,1,0
0.0,0,1.0,7,2,5,0,1,0,3.04,1,0
0.14285714285714285,1,1.0,4,5,-1,0,1,0,3.98,0,0
0.3333333333333333,2,0.0,3,2,1,0,1,1,4.39,0,0
0.0,0,0.0,12,5,7,0,0,1,4.2,1,0
0.0,0,0.0,8,1,7,1,1,1,4.17,0,0
0.0,0,0.0,3,2,1,1,0,0,2.91,0,0
0.0,0,0.0,12,1,11,0,1,1,4.3,0,0
0.16666666666666666,1,1.0,12,3,9,0,1,1,3.98,1,0
0.16666666666666666,1,0.0,7,5,2,0,1,0,4.86,1,0
0.0,0,0.0,3,5,-2,0,0,0,3.08,0,0
0.0,0,0.0,8,3,5,1,0,0,4.11,0,0
0.0,0,0.0,7,5,2,0,0,0,4.98,0,0
0.3333333333333333,2,0.0,12,0,12,0,1,0,4.93,1,0
0.1111111111111111,1,0.0,4,0,4,0,1,1,3.88,0,0
0.0,0,0.0,7,5,2,0,1,0,3.35,0,0
0.14285714285714285,1,1.0,11,5,6,1,0,0,3.52,0,0
0.25,1,0.0,8,5,3,0,0,0,2.85,1,0
0.42857142857142855,3,0.0,11,3,8,0,0,0,2.67,0,0
0.3333333333333333,2,1.0,2,4,-2,0,1,1,4.42,1,1
0.0,0,0.0,15,1,14,0,1,1,4.68,0,0
0.0,0,0.0,11,3,8,0,0,1,3.43,1,0
0.0,0,0.0,8,2,6,1,1,0,4.82,0,0
0.1111111111111111,1,0.0,12,2,10,0,1,1,4.93,1,0
0.0,0,0.0,5,5,0,0,1,0,4.8,1,0
0.0,0,0.0,7,1,6,1,1,1,4.89,0,0
0.42857142857142855,3,1.0,11,5,6,0,1,1,3.66,1,1
0.0,0,0.0,15,5,10,0,0,1,4.8,1,0
0.0,0,0.0,7,2,5,1,1,1,2.51,1,0
0.4,2,1.0,8,2,6,0,1,1,4.15,1,1
0.0,0,0.0,17,2,15,1,1,1,4.64,1,0
0.0,0,0.0,7,1,6,0,1,1,4.76,0,0
0.25,2,0.0,8,2,6,1,1,1,4.28,1,0
0.0,0,0.0,7,2,5,1,0,1,3.52,0,0
0.0,0,0.0,13,3,10,0,1,0,3.37,1,0
0.2,1,0.0,3,2,1,0,0,0,3.58,1,0
0.2,1,0.0,11,2,9,0,1,0,4.88,1,0
0.25,2,0.0,8,3,5,1,1,0,3.23,0,0
0.14285714285714285,1,0.0,10,3,7,0,1,0,2.68,1,0
0.0,0,0.0,7,1,6,0,0,1,2.79,1,0
0.2857142857142857,2,0.0,10,2,8,0,1,1,4.9,0,0
0.0,0,0.0,4,2,2,0,1,1,4.39,0,0
0.0,0,0.0,2,5,-3,0,1,0,4.53,1,0
