job_id,title,recruiter_id,industry,requirements,location,experience_level,salary_min,salary_max
19048321-1ec4-4933-85d4-7361dfda9fa5,Information systems manager,fc88a23d-71d1-4a72-ab49-83595a131b3a,Education,eLearning|Accounting|Counseling|Teaching|Financial Analysis|AutoCAD,Tanga,ENTRY,7799666,10605979
e47370a9-fbd0-4a00-be95-4c70e37c7dab,Aid worker,5bd64a20-14f7-495b-a4c1-bbb072e7bed9,Energy,Renewables|Energy Auditing|Maintenance,Morogoro,MID,9361166,11420268
4f07cc5d-4dac-49ff-b462-5537b2a46652,"Nurse, learning disability",53dd3ba1-c0b8-44ac-90c9-827d31a880c4,Transport,Fleet Management|Dispatch|Driving|Clinical Research|Logistics|Grid Management,Kilimanjaro,MID,4997294,9400646
d9afccac-ae5a-487f-8d74-ed1685b696cd,Multimedia specialist,18b234ac-c031-4e00-94e0-c8c4865d3250,Finance,Tax|Networking|Accounting|Auditing|Linux,Kilimanjaro,ENTRY,8912488,11365570
6f8bdf51-2008-4024-bac4-7f5077147ebe,Biomedical engineer,5bd64a20-14f7-495b-a4c1-bbb072e7bed9,Energy,Electrical Engineering|Renewables|Grid Management,Morogoro,MID,5523451,8824782
24261b42-6627-413f-aae6-8c95e851bb58,Product manager,f30784ec-1a97-4abc-8441-5dc63bcb1f7b,Transport,Driving|Route Planning|Electrical Engineering|Fleet Management,Morogoro,ENTRY,4819050,5587868
1bc77a74-8a92-4a0c-b382-2e69aa9ccb92,Sales promotion account executive,1515a8a8-522d-4e36-9ca9-e56a4f8dbe4e,Tourism,Route Planning|Travel Planning|Event Planning|Customer Service,Moshi,ENTRY,12807330,16282292
98d67183-e82d-453c-9aab-96644a69600e,Tax adviser,f7e79796-a8a2-49c5-985f-edd45eb03719,Education,Driving|Curriculum Design|Special Needs|Teaching,Dodoma,MID,10856244,11431568
68eac4c6-dd15-4910-8efc-527d54fed0b6,Chiropractor,fdcc0faa-81dd-49e5-a751-1add67b5037d,Tourism,Route Planning|Customer Service|Tour Guiding|Hotel Management,Zanzibar,ENTRY,13919788,15967946
a5b1b4dd-9a4c-4876-ac83-d3c5d789ba0a,Insurance broker,18b234ac-c031-4e00-94e0-c8c4865d3250,Finance,Accounting|Event Planning|Financial Analysis|Excel,Kilimanjaro,SENIOR,10126416,12507464
31b89346-9238-4e59-9285-5ac92302ccca,"Teacher, English as a foreign language",f40d1917-9ca2-4eee-bdad-5083c4ea9924,Education,eLearning|Special Needs|Teaching,Morogoro,ENTRY,12030451,16255777
d897033c-1dcf-4e0e-ac8e-82f05f3b7155,Water quality scientist,577282c8-e038-4d16-98ee-72983a3b9398,Transport,Route Planning|Nursing|React|Driving|Agribusiness|Fleet Management,Mbeya,MID,11535050,12231491
c81a2b13-b9c0-4c89-8b53-c8e5d84025c6,"Teacher, early years/pre",7cd8132e-7fb9-4e57-8232-0118b57fbb67,Construction,Surveying|Site Management|AutoCAD,Moshi,MID,4126194,8309009
a54f793d-1b77-476e-840a-791d409c6272,Chiropractor,935f5971-1e3f-492e-869c-a61d43b20ecb,Transport,Driving|Route Planning|Logistics,Arusha,ENTRY,4492502,7191101
c2c5340c-176b-471e-9587-4082a9a7f913,Agricultural engineer,845d194d-ef62-46ff-a371-b7e698043b63,ICT,Networking|Cloud|Android,Moshi,MID,3114318,4763105
005e1c49-d27d-4e50-802b-77fc65363082,Editorial assistant,84de95c3-ce38-491b-8744-0e62040bd430,Finance,Tax|Financial Analysis|Auditing,Tanga,SENIOR,11381778,13631210
99794af1-5244-4b8e-867e-7ebdaaf745f7,Brewing technologist,8d2067d2-5cc1-4367-afed-9340b66a2cb5,Finance,Tax|Site Management|Accounting|Excel|Financial Analysis,Morogoro,ENTRY,7787664,11777227
d0bbc46a-09a4-45ce-a11d-6e7f4193cbd1,Sports therapist,79dbf2ce-0b5e-4366-9dab-5bb502af6b3b,Healthcare,Nursing|Patient Care|Lab Work,Dodoma,MID,11603100,12286857
7d3bcf70-7fcc-4750-9531-3a9d2aacd600,Writer,f7e79796-a8a2-49c5-985f-edd45eb03719,Education,Special Needs|Counseling|Teaching,Dodoma,MID,4799707,5511643
966cb836-c139-4676-9493-976a1e35b2b0,Primary school teacher,5503e3b9-de68-4602-b6ff-fff3ff2d6769,Education,eLearning|Curriculum Design|Special Needs|Event Planning,Arusha,MID,11585619,12231563
ced469d9-cf43-4d3e-bce9-744f3b5559d2,Computer games developer,4e690701-93d5-49ec-8f2b-f8196544ae43,Education,eLearning|Special Needs|Maintenance|Teaching,Morogoro,MID,8474004,13003278
14c3ce21-cc4f-4cd0-971d-1ba19286cc62,Clinical embryologist,959582da-28a0-4a8c-b245-ca942ab7e376,Healthcare,Patient Care|Lab Work|Public Health,Zanzibar,ENTRY,6540523,10038794
324fd374-4de3-4734-bd44-11386c493146,Arboriculturist,6566355a-b293-4682-bbc8-71c157280d7f,Healthcare,Nursing|Patient Care|Curriculum Design|Lab Work,Tanga,MID,14673819,16405001
639d9413-d2ca-42cd-8c54-a830af093273,"Buyer, industrial",03e33634-d9db-4718-9d7b-77bcba1da2f2,Construction,Safety Compliance|Site Management|Special Needs|Public Health|Surveying|Event Planning,Kilimanjaro,ENTRY,10839939,14182135
d4677a05-5c7e-4701-bc76-bc607617299f,Clinical molecular geneticist,0911bdea-4d96-424d-b852-a0430c2ccad2,Transport,Route Planning|SQL|Accounting|Excel|Dispatch|Logistics,Dar es Salaam,ENTRY,13411951,15375652
183889d6-caaf-4657-81e7-949bc9fb412d,"Teacher, special educational needs",d1bcf044-704c-40a5-9979-71e5bf13b6d7,Energy,Nursing|Special Needs|Energy Auditing|Renewables|Maintenance,Tanga,MID,4238142,7909993
83587ede-bb19-4ef1-aeb0-209f20ddcf69,Chief Financial Officer,53dd3ba1-c0b8-44ac-90c9-827d31a880c4,Transport,Driving|Route Planning|Electrical Engineering|Fleet Management,Kilimanjaro,ENTRY,12306092,15028644
05420055-f286-41d1-b03a-47b77082559f,Banker,fdcc0faa-81dd-49e5-a751-1add67b5037d,Tourism,Nursing|Travel Planning|Hotel Management|Electrical Engineering|Customer Service|Maintenance,Zanzibar,SENIOR,8854657,11158698
6b668782-c40c-4660-a554-b875200d2770,"Engineer, manufacturing systems",91be57b6-1c98-4fcb-b3eb-8b02d29ee1ae,Education,eLearning|Curriculum Design|Special Needs|Counseling,Mbeya,MID,7543192,11857560
345f81de-4447-4423-b6a1-b37c7ef19459,"Embryologist, clinical",c26fad26-5b1b-4f67-ad35-74bd8a0e9946,Finance,Accounting|Financial Analysis|Route Planning|Auditing,Dar es Salaam,ENTRY,6400215,7400193
8b05ff21-43af-4729-9b29-cc2f42ba27cc,Insurance account manager,845d194d-ef62-46ff-a371-b7e698043b63,ICT,Tax|Django|Python|Linux|Livestock,Moshi,MID,5665355,7104965
0b98a950-32e3-4cf2-8085-4803d79f4a9d,Naval architect,d1157b2d-af8b-431b-bacb-bcf733c5e8ff,Construction,Surveying|Site Management|AutoCAD,Dar es Salaam,ENTRY,10837018,13492418
053c66a3-299b-4e6b-aed2-1916af7698f4,"Surveyor, building",0e10baea-b67f-4b55-8650-e95c344afbb6,Tourism,Hotel Management|Electrical Engineering|Customer Service|Dispatch|Event Planning,Mbeya,MID,3821813,6443986
7ce44c78-40aa-4d38-b31f-c6b5838f0ec8,Insurance account manager,c832a6fc-ba23-45c8-a256-9353024c2351,Healthcare,Nursing|Patient Care|Public Health,Mbeya,ENTRY,10562911,11274637
cbdb1278-d092-4fbb-89a6-c69a191ad224,Soil scientist,a57e02f0-003d-4305-ade2-09ba92978ded,Healthcare,Dispatch|Nursing|Patient Care|Clinical Research,Tanga,MID,12473714,14319160
345bc502-e847-406c-955b-4203965544fc,Homeopath,5100c207-5cfc-47c4-9eee-5af3b00c3d84,Transport,Route Planning|Accounting|Surveying|Driving|Dispatch,Tanga,ENTRY,6101391,7502935
0a90ed14-dbe7-486c-accf-9aba783b7d3a,"Teacher, special educational needs",b2ae4e0c-6b97-4854-97f7-2c9d9d131377,Healthcare,Clinical Research|Patient Care|Lab Work,Moshi,MID,6668742,10417962
f7a4a535-f5b5-4807-a085-186cbd68715b,"Embryologist, clinical",278e3ae5-b473-4a81-9502-63fc4a205b5e,Agriculture,Agribusiness|Livestock|Irrigation,Zanzibar,MID,10473542,14751944
1417251d-6507-470e-916b-cc294944446d,Bookseller,ee3bc8a1-b665-4a98-8312-c01e6fd81286,Healthcare,eLearning|Clinical Research|Patient Care|Public Health,Kilimanjaro,MID,5083319,7811958
6f9ef566-920b-49d2-afc9-6d82eb8f488b,Trade union research officer,7cd8132e-7fb9-4e57-8232-0118b57fbb67,Construction,Safety Compliance|Site Management|Surveying,Moshi,ENTRY,5421060,8105289
06cad604-8169-43fa-b7d2-3841a9338a64,Comptroller,6ceec89d-88ce-410c-9a1b-9537d79c506a,Tourism,Travel Planning|Python|Electrical Engineering|Customer Service|Event Planning|Crop Science,Dodoma,MID,10080036,13559461
c23c7643-72cb-420c-8c89-942f3f9f3121,Medical sales representative,d1bcf044-704c-40a5-9979-71e5bf13b6d7,Energy,Electrical Engineering|Renewables|Maintenance|Grid Management,Tanga,ENTRY,4013627,5579451
4bc5caac-5b3f-4845-99f5-94f3b5265f25,Teaching laboratory technician,1a010c19-9c5b-4da9-b29a-ecfd134aa98b,Energy,Site Management|Special Needs|Surveying|Energy Auditing|Renewables|Maintenance,Mwanza,SENIOR,3798068,4672865
d984249d-ae01-46f3-82b1-1fcdcef40c14,Oncologist,cb163982-3ecc-4953-9357-91af843b2dad,Construction,Safety Compliance|Site Management|Special Needs|Lab Work|AutoCAD,Mwanza,ENTRY,14722240,15729124
38fd56ec-afbc-4e71-9be2-ee8a45f5eec2,Charity fundraiser,b5055950-1432-489f-b3f6-af927f38463a,Healthcare,Nursing|Patient Care|Lab Work,Kilimanjaro,ENTRY,10474518,14258377
370ac1d1-4a73-4987-9421-53be2ce4ff80,Tax adviser,8d2067d2-5cc1-4367-afed-9340b66a2cb5,Finance,Lab Work|Excel|Auditing|Financial Analysis|Crop Science,Morogoro,SENIOR,9669806,10588597
5cc8dcc7-0585-43e1-ae9a-3d347cf473be,Equities trader,32e13d3e-a0fe-443e-b738-6d5cbc6e2bf1,ICT,Electrical Engineering|React|Linux|Django|Crop Science,Dar es Salaam,MID,10779452,13485640
11717c8e-f893-4e8c-8193-7e03e3a99877,Administrator,5e5a2f4f-7ab2-48a3-b1f8-92ddf03b5570,Education,Curriculum Design|Special Needs|Counseling,Kilimanjaro,ENTRY,11905789,16308084
d5de329b-3ce1-4be4-a1f1-4e022fd6bf2a,Company secretary,20ec925f-3085-4d6e-84bd-478d0c2d4afc,Finance,Tax|Tour Guiding|Excel|Renewables|Auditing|Civil Engineering,Mbeya,ENTRY,13927237,17930428
74695947-7f95-41ef-a552-f52ba84ef0e8,Occupational therapist,577282c8-e038-4d16-98ee-72983a3b9398,Transport,Driving|Route Planning|Fleet Management,Mbeya,ENTRY,11670475,15956408
7b822b0a-689e-4486-88b4-e19c3607fb79,Ergonomist,5f54a9ea-ebbd-488f-a28b-c62c60549c5f,Energy,Grid Management|Flutter|Energy Auditing|Maintenance,Mwanza,MID,13230405,16202762
424da957-8fca-47b0-9e0e-9f7196c26d09,Radiation protection practitioner,c832a6fc-ba23-45c8-a256-9353024c2351,Healthcare,Patient Care|Special Needs|Public Health|Clinical Research|Event Planning,Mbeya,ENTRY,6886654,8323771
e09546a3-86b5-4931-be98-483bf877bfb5,"Engineer, petroleum",ac0b8d36-c8bd-4c7f-ac4e-23602819990c,Agriculture,Patient Care|Irrigation|eLearning|Soil Science|Agribusiness,Kilimanjaro,ENTRY,5664873,7457574
77e6b7be-bc9a-411d-bb81-9eb92a9e8925,Agricultural consultant,79dbf2ce-0b5e-4366-9dab-5bb502af6b3b,Healthcare,Clinical Research|Nursing|Patient Care,Dodoma,ENTRY,8645860,9976769
2d698b07-f981-4a07-afbb-04ea6a02ac87,"Conservation officer, nature",789e4d5a-3c83-48d7-9b80-25ffb62e3ed3,Healthcare,Clinical Research|Patient Care|Public Health,Kilimanjaro,MID,9247535,9968853
7756d397-3080-4691-8445-af6afe8a3ed2,Industrial buyer,0fb01de0-a6ce-4ba3-9231-5c1f9e091875,Energy,Renewables|Travel Planning|Energy Auditing|Grid Management,Moshi,ENTRY,6803794,7878477
4b372bf1-7025-4fb7-8f2e-a0cd18f4f297,International aid/development worker,5f54a9ea-ebbd-488f-a28b-c62c60549c5f,Energy,Electrical Engineering|Energy Auditing|Maintenance,Mwanza,ENTRY,10218649,12467276
23f81328-4222-4787-a274-bb9fbb176cfe,"Nurse, learning disability",615d763f-7e30-4e23-a838-fac14c551a3d,Agriculture,Irrigation|Soil Science|Agribusiness|Cloud|Logistics,Kilimanjaro,MID,10188609,12923143
be02aa71-4a0f-4454-9e8d-2e6510e59e13,Press photographer,91be57b6-1c98-4fcb-b3eb-8b02d29ee1ae,Education,Dispatch|Curriculum Design|Counseling|Teaching,Mbeya,MID,4610469,7209787
4b1b63ec-c431-483b-b5aa-c0b1aa17aa7d,Information officer,853f8c74-9c64-4c23-92c0-25b33d1370a7,Construction,Safety Compliance|Civil Engineering|AutoCAD|Livestock,Morogoro,MID,9065211,13474857
e8d30e4e-7e62-4c4a-84f1-6bf44779a030,Paediatric nurse,789e4d5a-3c83-48d7-9b80-25ffb62e3ed3,Healthcare,Public Health|Lab Work|Excel|Patient Care,Kilimanjaro,MID,8123028,11894516
cc961965-6242-479f-93bd-de08fcf2cda5,Holiday representative,4555d314-a979-4209-9f1e-fe1115327374,Energy,Renewables|Energy Auditing|Grid Management,Mwanza,ENTRY,14958256,16612026
1321ed4f-3ad7-4418-a7dc-21080ad059b6,"Therapist, occupational",a57e02f0-003d-4305-ade2-09ba92978ded,Healthcare,Public Health|Lab Work|Surveying|Clinical Research|Civil Engineering,Tanga,MID,14054651,17323563
fe6ceaab-f342-4976-b358-727e552cdc9d,Chiropodist,4b3fdb38-d33d-4a9a-ab34-8f1f3d5b4f4b,Construction,Safety Compliance|Site Management|Python|Surveying|Renewables|Livestock,Dodoma,ENTRY,4027904,6528256
db341c9f-0e67-4a05-8eef-7a2ec89fd83d,Television/film/video producer,84de95c3-ce38-491b-8744-0e62040bd430,Finance,Tax|Special Needs|Auditing|Excel,Tanga,ENTRY,14099548,15084375
fee1e4ab-5160-4720-b08b-fc3dba86475f,Seismic interpreter,789e4d5a-3c83-48d7-9b80-25ffb62e3ed3,Healthcare,Nursing|Lab Work|Clinical Research|Curriculum Design|Grid Management,Kilimanjaro,MID,11799378,15161956
0d6fe72b-e202-4dfb-a99b-bc737ff19924,IT sales professional,1515a8a8-522d-4e36-9ca9-e56a4f8dbe4e,Tourism,Event Planning|Tour Guiding|Hotel Management,Moshi,ENTRY,13873759,16706775
6d7215a6-1102-4062-a778-94b94607c9ae,Illustrator,6faab0d9-d9a2-433e-951e-8c2adddb57d2,ICT,Cloud|Flutter|React,Mbeya,SENIOR,12924101,14126087
a082403e-d591-44f0-a442-527781865d05,Research scientist (maths),1a010c19-9c5b-4da9-b29a-ecfd134aa98b,Energy,Grid Management|Electrical Engineering|Maintenance,Mwanza,ENTRY,7462532,8039139
b95285e7-6749-4238-bb09-ff1e0fc11985,Oceanographer,f4925905-a04b-44a5-858c-921074310b89,Agriculture,Safety Compliance|Patient Care|Site Management|Soil Science|Agribusiness|Livestock,Arusha,ENTRY,14595903,18728539
b6fbc8a3-c3fe-437b-af05-32cb528aea4a,General practice doctor,b5055950-1432-489f-b3f6-af927f38463a,Healthcare,Patient Care|Public Health|Lab Work|Customer Service|Excel,Kilimanjaro,SENIOR,11777647,12863550
2ca28686-c26c-4ffd-8c92-d856b62c97cd,"Scientist, clinical (histocompatibility and immunogenetics)",32e13d3e-a0fe-443e-b738-6d5cbc6e2bf1,ICT,Driving|SQL|React|Python,Dar es Salaam,MID,10420772,12773288
4e508b4c-6b0b-4924-b30a-f1efd1a49465,Charity officer,5bd64a20-14f7-495b-a4c1-bbb072e7bed9,Energy,Site Management|Hotel Management|Renewables|Maintenance|Grid Management,Morogoro,SENIOR,9621984,10555906
6a7f8e57-5822-43cd-a169-63556fb62330,"Programmer, applications",a5f3b3d7-294a-4b72-9b08-f61cb88b571b,Healthcare,Patient Care|Public Health|React|Clinical Research|Auditing|Curriculum Design,Arusha,MID,12944071,17378671
9259a170-fc99-4a83-b76c-412d2d8f3c8e,Trading standards officer,e2ede0e4-f67e-42bc-a36c-be2a4c03d6e9,Education,eLearning|Curriculum Design|Financial Analysis|Teaching,Dodoma,ENTRY,9778946,11632946
3fb1a57a-21b1-4cd4-8353-291c8767df32,Research scientist (maths),9127bf7a-5546-4800-9c69-586279f9aff2,Finance,Tax|Soil Science|Excel|Clinical Research|Financial Analysis|Android,Morogoro,MID,11856900,14724742
8db3edbf-a172-45d8-9318-6ce88a7ab3f6,Audiological scientist,d1bcf044-704c-40a5-9979-71e5bf13b6d7,Energy,Special Needs|Electrical Engineering|Energy Auditing|Renewables|Maintenance|Crop Science,Tanga,ENTRY,10007322,13488128
e5ddfcbe-4778-4bb0-94d2-537779ff1f15,"Psychologist, educational",4b3fdb38-d33d-4a9a-ab34-8f1f3d5b4f4b,Construction,Safety Compliance|Surveying|Excel|Linux|AutoCAD,Dodoma,ENTRY,7091151,7924885
4c4dba09-8415-483c-9cdf-b96f85765751,Biomedical engineer,9de29478-d2ef-4cf3-8881-5316123e35de,Transport,Customer Service|Driving|Financial Analysis|Logistics|Fleet Management|Android,Moshi,MID,14251861,16548557
054fd79b-0535-434d-b26c-0d766263a0ab,Chemical engineer,bf0881fd-7c22-496f-ae7a-7ab7a4c7bf6a,ICT,Python|Financial Analysis|Linux|Fleet Management|Android,Zanzibar,SENIOR,3460832,4970363
a685839e-0962-44db-ba00-bf827a98889a,Chief of Staff,f40d1917-9ca2-4eee-bdad-5083c4ea9924,Education,Safety Compliance|Special Needs|eLearning|Teaching|Curriculum Design,Morogoro,MID,8582338,12718872
46eb0f88-0fbc-4dca-a487-5d1581f25941,Site engineer,dac75e69-d30a-40ad-af6a-b86eb179c74d,Tourism,Nursing|Travel Planning|Tour Guiding|Hotel Management|Electrical Engineering,Mwanza,MID,7012125,11441174
119487e8-f958-47b6-b443-c6ed9eb1c9a8,Insurance claims handler,c26fad26-5b1b-4f67-ad35-74bd8a0e9946,Finance,Financial Analysis|Auditing|Excel,Dar es Salaam,ENTRY,8908490,12112851
326aa771-dc16-4968-ae5e-8b75cc50d0eb,Air traffic controller,5f54a9ea-ebbd-488f-a28b-c62c60549c5f,Energy,Special Needs|Electrical Engineering|Energy Auditing|Logistics|Grid Management,Mwanza,MID,8512194,9724752
f1b7aaf2-fed5-4454-945d-fae4d5c10521,Higher education lecturer,8d2067d2-5cc1-4367-afed-9340b66a2cb5,Finance,Route Planning|Accounting|Energy Auditing|Excel|Auditing,Morogoro,ENTRY,10280665,13479599
9551048f-2ea5-46f9-91c2-2d574cc1cd4c,IT sales professional,ef047dd2-932c-41c4-93c8-43b14653ddf2,Energy,Linux|Renewables|Energy Auditing|Grid Management,Mbeya,ENTRY,8609313,9197358
01052b24-0dd6-4ff8-bbb2-720ef7027bd2,"Horticulturist, amenity",619bd277-3a5b-4072-a873-9995e9c0ccb1,Energy,Irrigation|Electrical Engineering|Renewables|Teaching|Grid Management,Arusha,MID,13567903,15245125
e6897176-6a51-4ef6-8c6d-e5b5eea86169,Regulatory affairs officer,5503e3b9-de68-4602-b6ff-fff3ff2d6769,Education,Nursing|Special Needs|eLearning|SQL|Curriculum Design,Arusha,SENIOR,7097994,10981949
1bda3fa5-403f-46e8-93eb-e0b9f3a7f52d,Architect,fc7b5617-f245-4fdb-964b-40cbd3fe9630,Finance,Tax|Financial Analysis|Electrical Engineering|Excel,Mbeya,MID,13208875,17433402
48ab7354-8b20-4333-9050-e5b50ae143f6,"Presenter, broadcasting",dac75e69-d30a-40ad-af6a-b86eb179c74d,Tourism,Irrigation|Hotel Management|Tour Guiding|Customer Service|Financial Analysis|Event Planning,Mwanza,SENIOR,5166822,9853364
da437c0b-bd6c-478e-b68a-4ac357824179,Medical technical officer,ef047dd2-932c-41c4-93c8-43b14653ddf2,Energy,Renewables|Maintenance|Grid Management,Mbeya,SENIOR,8938400,10799763
004c20cc-dd42-4315-baa5-2c55943b63c4,Media planner,79dbf2ce-0b5e-4366-9dab-5bb502af6b3b,Healthcare,Patient Care|Public Health|Soil Science|Clinical Research|Renewables|Event Planning,Dodoma,MID,11511007,12952844
d795dff2-dfb0-47e8-acb0-5441f8f70318,Technical brewer,a57e02f0-003d-4305-ade2-09ba92978ded,Healthcare,Public Health|Lab Work|Surveying|Clinical Research|Agribusiness,Tanga,ENTRY,13651336,14639358
80468191-616a-45ea-8c5f-edd179da7682,Best boy,df8d2ff8-21ce-464b-9822-1523863fa1ee,Transport,Dispatch|Logistics|Fleet Management,Kilimanjaro,MID,5143172,6084516
2c9b6790-05c1-4fcd-ae92-0c7d3864f96e,"Geologist, engineering",e18f92a0-b462-4ebc-828e-2b60d1443937,Finance,Safety Compliance|Route Planning|Accounting|Excel|Auditing|Linux,Mwanza,ENTRY,6599256,9153783
ff206fef-7c25-402b-82a6-f95f090dc016,Physiological scientist,84de95c3-ce38-491b-8744-0e62040bd430,Finance,Tax|Accounting|Event Planning|Financial Analysis,Tanga,ENTRY,8403685,11439890
28b931fd-817a-4a78-9f08-332b709505ba,Plant breeder/geneticist,1ad2b0c7-c86e-48a0-8402-5b5cffe19bd5,Agriculture,Hotel Management|eLearning|Soil Science|Agribusiness|Cloud|Crop Science,Arusha,MID,13182669,13729321
d5b355e5-6181-432e-b822-40c3d0f06c7a,"Surveyor, quantity",d6abfc94-1ea1-42b6-8b85-3e42fd93cda3,Transport,Dispatch|Route Planning|Driving|React,Mwanza,ENTRY,5097056,9326036
1cef7989-e9ea-4c40-809a-798dbbc260a3,Counselling psychologist,619bd277-3a5b-4072-a873-9995e9c0ccb1,Energy,Renewables|Maintenance|Grid Management,Arusha,MID,12810745,15828626
89d9b971-cd4c-4b1a-b2d1-010c2ebe6504,"Engineer, broadcasting (operations)",5f159f0e-a8c7-4c38-9e37-412ac3171a73,Education,eLearning|Curriculum Design|Special Needs,Tanga,ENTRY,6458339,9753964
3c99c5b4-f0d1-43d0-9768-6a83eae1e7df,Occupational hygienist,e2ede0e4-f67e-42bc-a36c-be2a4c03d6e9,Education,eLearning|Counseling|Teaching,Dodoma,MID,6500977,8755667
b533db60-df7f-4708-91b9-2bb9dde17f09,Retail buyer,789e4d5a-3c83-48d7-9b80-25ffb62e3ed3,Healthcare,Nursing|Public Health|Accounting|Clinical Research|Curriculum Design|AutoCAD,Kilimanjaro,ENTRY,12441047,15041521
da1d18b5-8263-4100-8894-8e8b78652fb1,Higher education careers adviser,789e4d5a-3c83-48d7-9b80-25ffb62e3ed3,Healthcare,Nursing|Accounting|Lab Work|Android|Clinical Research|Crop Science,Kilimanjaro,ENTRY,8383072,12894345
340a4b19-eb47-4090-9a21-6e19dbd486b0,Make,f30784ec-1a97-4abc-8441-5dc63bcb1f7b,Transport,Patient Care|Driving|Clinical Research|Logistics|Fleet Management,Morogoro,MID,4842457,8343500
8de470a9-910c-4c46-9295-e9b1c1f516f5,Dietitian,bf0881fd-7c22-496f-ae7a-7ab7a4c7bf6a,ICT,Linux|Cloud|Maintenance|Python,Zanzibar,MID,11839999,16532538
d807393e-90c6-4951-9cad-99bd0b880d8a,Art therapist,53dd3ba1-c0b8-44ac-90c9-827d31a880c4,Transport,Dispatch|Route Planning|Lab Work|Driving,Kilimanjaro,ENTRY,5039851,6573550
0d91ce1f-3b9f-4d19-94c6-6696ce0d2b8e,Office manager,ef047dd2-932c-41c4-93c8-43b14653ddf2,Energy,Electrical Engineering|Renewables|Maintenance|Livestock|Grid Management,Mbeya,MID,9125134,13288565
1f7c16a0-7d03-478f-a84d-776bb68cb034,Civil Service fast streamer,5bd64a20-14f7-495b-a4c1-bbb072e7bed9,Energy,Site Management|Renewables|Maintenance|Curriculum Design|Grid Management,Morogoro,ENTRY,10389890,12938149
025d435b-7895-4151-a1f9-37b601bef9c0,Interior and spatial designer,959582da-28a0-4a8c-b245-ca942ab7e376,Healthcare,Nursing|Patient Care|Lab Work,Zanzibar,MID,10914366,12069092
22d06d55-6044-448e-a60d-edfb8e05df33,Prison officer,6ceec89d-88ce-410c-9a1b-9537d79c506a,Tourism,Travel Planning|Public Health|Hotel Management|Accounting|Event Planning,Dodoma,ENTRY,13515989,18238895
e6b219c1-de2d-4378-8a1f-31f83e1d1910,"Pharmacist, community",662cee6b-c43f-4bc6-a2a8-3eef7a9283f6,Healthcare,Nursing|Patient Care|Clinical Research|Curriculum Design,Dar es Salaam,ENTRY,9052442,11428309
ddc464fe-bffb-40f2-a05c-e1235282ef22,Learning mentor,56f04e2f-8346-486f-b150-65117682d795,Education,Patient Care|eLearning|Electrical Engineering|Teaching|Curriculum Design|Civil Engineering,Dodoma,ENTRY,9799758,11859414
a8bb2dba-eb6d-48a8-8f14-312d4fd9c6ca,"Engineer, broadcasting (operations)",79dbf2ce-0b5e-4366-9dab-5bb502af6b3b,Healthcare,Patient Care|Nursing|Clinical Research|Agribusiness|Auditing,Dodoma,ENTRY,4203552,5871555
90bb7449-be57-4717-ad0f-126b4bebe79d,Environmental education officer,0fb01de0-a6ce-4ba3-9231-5c1f9e091875,Energy,Electrical Engineering|Excel|Renewables|Maintenance|Django,Moshi,ENTRY,3459634,7343473
1ed5260e-bd9f-42b9-8eb1-5f836573ceae,Advice worker,619bd277-3a5b-4072-a873-9995e9c0ccb1,Energy,Electrical Engineering|Energy Auditing|Excel|Renewables|Cloud,Arusha,ENTRY,5227465,9189579
0bd8197e-4d88-485e-808c-f40f59429c44,Ergonomist,f7e79796-a8a2-49c5-985f-edd45eb03719,Education,eLearning|Counseling|Teaching,Dodoma,ENTRY,8984369,12929204
967f8aed-efbb-404f-83ed-78ef7e8fd7b0,Probation officer,4555d314-a979-4209-9f1e-fe1115327374,Energy,Electrical Engineering|Renewables|Energy Auditing,Mwanza,ENTRY,8476251,12700745
e9a24d07-85d2-4ea3-b18e-a9747cedc131,Retail manager,853f8c74-9c64-4c23-92c0-25b33d1370a7,Construction,Safety Compliance|Site Management|AutoCAD|Travel Planning,Morogoro,ENTRY,10922420,14498460
53112cf1-7ec1-455d-82ee-9d9bc4368a26,"Merchandiser, retail",91be57b6-1c98-4fcb-b3eb-8b02d29ee1ae,Education,Curriculum Design|Special Needs|Teaching,Mbeya,MID,5803223,7378233
51602235-d0c9-4486-b7af-ff1c19c7e905,"Teacher, music",dac75e69-d30a-40ad-af6a-b86eb179c74d,Tourism,Event Planning|Customer Service|Tour Guiding,Mwanza,ENTRY,3892790,7465106
67711603-ed2e-4b03-9c1e-7c3418acdcae,"Merchandiser, retail",cb163982-3ecc-4953-9357-91af843b2dad,Construction,Safety Compliance|Site Management|Civil Engineering|AutoCAD,Mwanza,MID,13476980,17058675
de7c7c41-b1cf-470e-8069-0e3a8cae2a90,Financial planner,d5c99fca-f0d3-4931-bb89-5ccd11441385,Education,eLearning|Special Needs|Teaching,Morogoro,MID,6294757,9881457
d5ec8926-ba3a-4957-8179-2db7878a0e68,Actor,e6f2cfa0-6d9b-438c-b3f1-ab4e43752400,Healthcare,Clinical Research|Lab Work|Nursing,Mbeya,SENIOR,11609369,14070291
bec29f9a-5138-4fc6-8a21-f89d081c88f8,"Psychologist, prison and probation services",b7333df4-453b-43e7-994a-4bb4d0475cf4,Construction,Curriculum Design|Site Management|Surveying|Civil Engineering,Mbeya,MID,14360429,17223925
