job_id,seeker_id,job_skills,seeker_skills,job_experience_level,seeker_experience_years,job_location,seeker_location,job_salary_min,seeker_salary_expectation,selected
8bb5d851-8708-4721-b40c-78cc052b5faf,e96692fb-0e8d-447e-a209-6b313dd51442,Energy Auditing|Maintenance|Grid Management,Soil Science|Livestock|Agribusiness|Tax,MID,13,Morogoro,Arusha,9511141,9370791,0
8bb5d851-8708-4721-b40c-78cc052b5faf,ef5dbc84-e38f-464a-a2c5-61ec7e2a976a,Energy Auditing|Maintenance|Grid Management,Auditing|Accounting|Excel,MID,14,Morogoro,Dar es Salaam,9511141,12753895,0
8bb5d851-8708-4721-b40c-78cc052b5faf,9c813e1a-dbc5-4950-8db3-eea13a074f53,Energy Auditing|Maintenance|Grid Management,Livestock|Irrigation|Crop Science,MID,0,Morogoro,Morogoro,9511141,17393140,0
fec95b97-8b24-42bb-a544-bd068a720671,cafb0855-21e1-4d8d-a557-493418215cf7,Python|React|Android|Grid Management|Soil Science,Android|Networking|SQL|Grid Management,MID,15,Dodoma,Dodoma,9707172,8994998,0
fec95b97-8b24-42bb-a544-bd068a720671,a6642408-9f5d-4929-a38e-6828c15d1861,Python|React|Android|Grid Management|Soil Science,Flutter|Networking|React|Travel Planning|Cloud,MID,12,Dodoma,Arusha,9707172,5592726,0
fec95b97-8b24-42bb-a544-bd068a720671,10ba2d1a-534a-4175-847c-9509555a6292,Python|React|Android|Grid Management|Soil Science,Nursing|Public Health|Patient Care,MID,9,Dodoma,Zanzibar,9707172,5223959,0
fec95b97-8b24-42bb-a544-bd068a720671,c8592169-4f63-4a19-81aa-354e0ef8819c,Python|React|Android|Grid Management|Soil Science,Cloud|Networking|Python,MID,10,Dodoma,Tanga,9707172,4562650,0
fec95b97-8b24-42bb-a544-bd068a720671,c4ac9ad0-daf4-4807-9261-d5896dcc995e,Python|React|Android|Grid Management|Soil Science,Auditing|Accounting|Financial Analysis|Travel Planning|Python,MID,2,Dodoma,Dodoma,9707172,4148559,0
fec95b97-8b24-42bb-a544-bd068a720671,6c34c61f-0e3e-4017-ba2b-aae165212520,Python|React|Android|Grid Management|Soil Science,AutoCAD|Civil Engineering|Safety Compliance|Curriculum Design,MID,13,Dodoma,Dar es Salaam,9707172,3401460,0
fec95b97-8b24-42bb-a544-bd068a720671,cedb303e-24e9-439a-8aca-c1b818102986,Python|React|Android|Grid Management|Soil Science,Surveying|Civil Engineering|Site Management,MID,0,Dodoma,Moshi,9707172,16559616,0
fec95b97-8b24-42bb-a544-bd068a720671,270e75db-384f-4a74-b055-6b518f62d99b,Python|React|Android|Grid Management|Soil Science,Dispatch|Route Planning|Fleet Management,MID,11,Dodoma,Mwanza,9707172,5123636,0
fec95b97-8b24-42bb-a544-bd068a720671,9ad4ffbc-730c-4ef4-a5e5-46b7b055c935,Python|React|Android|Grid Management|Soil Science,Energy Auditing|Renewables|Electrical Engineering|Maintenance,MID,1,Dodoma,Mwanza,9707172,16720836,0
fec95b97-8b24-42bb-a544-bd068a720671,f5cc83a0-3924-41b6-a2b8-ccc6b8f422fa,Python|React|Android|Grid Management|Soil Science,eLearning|Curriculum Design|Counseling,MID,13,Dodoma,Kilimanjaro,9707172,14114400,0
3d72fe7a-a59f-4016-b374-9044cd0ec669,91b572cb-a760-494e-a7f9-7e1c803c6cba,Special Needs|Teaching|Curriculum Design|Route Planning|Grid Management,Driving|Fleet Management|Dispatch|Accounting,MID,3,Kilimanjaro,Tanga,9044060,17305553,0
3d72fe7a-a59f-4016-b374-9044cd0ec669,c211196c-0dcb-4903-88cd-47ec5c9df43b,Special Needs|Teaching|Curriculum Design|Route Planning|Grid Management,Counseling|Curriculum Design|Special Needs,MID,14,Kilimanjaro,Moshi,9044060,13954161,0
3d72fe7a-a59f-4016-b374-9044cd0ec669,33e5f2d7-9ae4-45e1-b87d-a7d04f1c6aa9,Special Needs|Teaching|Curriculum Design|Route Planning|Grid Management,Maintenance|Grid Management|Renewables|Lab Work,MID,11,Kilimanjaro,Mbeya,9044060,8968755,0
3d72fe7a-a59f-4016-b374-9044cd0ec669,1053f1cc-b84e-4d55-89d2-df236a0a87f4,Special Needs|Teaching|Curriculum Design|Route Planning|Grid Management,Logistics|Route Planning|Driving,MID,14,Kilimanjaro,Mbeya,9044060,11376995,0
3d72fe7a-a59f-4016-b374-9044cd0ec669,eeb2a032-28d3-4f71-a214-d9e97fb95a46,Special Needs|Teaching|Curriculum Design|Route Planning|Grid Management,Agribusiness|Livestock|Irrigation|Tax|Route Planning,MID,13,Kilimanjaro,Arusha,9044060,16960051,0
3d72fe7a-a59f-4016-b374-9044cd0ec669,caa6d65e-13c7-4de9-af61-6fa3e581c258,Special Needs|Teaching|Curriculum Design|Route Planning|Grid Management,Clinical Research|Lab Work|Patient Care,MID,6,Kilimanjaro,Mbeya,9044060,4580775,0
3d72fe7a-a59f-4016-b374-9044cd0ec669,6169a2a7-545e-4d93-9c2b-4e22f72ef8b7,Special Needs|Teaching|Curriculum Design|Route Planning|Grid Management,AutoCAD|Surveying|Site Management|Logistics,MID,2,Kilimanjaro,Mbeya,9044060,11524368,0
c48746a6-72a0-4efa-a092-1a02cfa8fb6d,a7d5794d-5cb5-4e4a-8399-5534598acd8a,Flutter|Networking|Python|Driving|Logistics,Travel Planning|Hotel Management|Event Planning|Logistics,SENIOR,5,Dar es Salaam,Moshi,6191883,4341270,0
c48746a6-72a0-4efa-a092-1a02cfa8fb6d,adfad7b0-66c6-415e-b469-ba282b179d43,Flutter|Networking|Python|Driving|Logistics,Nursing|Patient Care|Public Health|Site Management|SQL,SENIOR,3,Dar es Salaam,Kilimanjaro,6191883,14445199,0
c48746a6-72a0-4efa-a092-1a02cfa8fb6d,3001648d-21ed-4265-8611-916be2d22664,Flutter|Networking|Python|Driving|Logistics,Special Needs|eLearning|Counseling|Fleet Management|Grid Management,SENIOR,6,Dar es Salaam,Mbeya,6191883,8256922,0
c48746a6-72a0-4efa-a092-1a02cfa8fb6d,420db506-1cd4-4e30-bbbe-5d425ecb1f56,Flutter|Networking|Python|Driving|Logistics,Lab Work|Patient Care|Public Health,SENIOR,6,Dar es Salaam,Mbeya,6191883,13341425,0
c48746a6-72a0-4efa-a092-1a02cfa8fb6d,c829aeb3-e9f2-4178-be20-9eb556d68a09,Flutter|Networking|Python|Driving|Logistics,Special Needs|Curriculum Design|Counseling|AutoCAD|Dispatch,SENIOR,8,Dar es Salaam,Zanzibar,6191883,7747789,0
c48746a6-72a0-4efa-a092-1a02cfa8fb6d,95d1d82d-2076-4af5-80e4-f681de81a7c2,Flutter|Networking|Python|Driving|Logistics,Site Management|AutoCAD|Safety Compliance|SQL,SENIOR,8,Dar es Salaam,Dar es Salaam,6191883,12160923,0
c48746a6-72a0-4efa-a092-1a02cfa8fb6d,8488b7a6-78e3-4dde-b111-3a90973d2c1e,Flutter|Networking|Python|Driving|Logistics,Clinical Research|Public Health|Nursing|Travel Planning,SENIOR,15,Dar es Salaam,Dar es Salaam,6191883,3130666,0
c48746a6-72a0-4efa-a092-1a02cfa8fb6d,6169a2a7-545e-4d93-9c2b-4e22f72ef8b7,Flutter|Networking|Python|Driving|Logistics,AutoCAD|Surveying|Site Management|Logistics,SENIOR,2,Dar es Salaam,Mbeya,6191883,11524368,0
12cb2146-a41b-47dd-9800-7a3e487e79ed,61b0c616-917f-42c8-bc1e-55cf2642daf5,React|SQL|Django|Excel|Django,Excel|Accounting|Tax|Python|AutoCAD,SENIOR,0,Dodoma,Arusha,11266902,14823292,0
12cb2146-a41b-47dd-9800-7a3e487e79ed,ce539cb9-e8e2-45d7-b8d2-c2796ec65dab,React|SQL|Django|Excel|Django,Renewables|Maintenance|Grid Management,SENIOR,3,Dodoma,Arusha,11266902,8746622,0
12cb2146-a41b-47dd-9800-7a3e487e79ed,97c02b07-95c2-4dea-8e32-8fa518d37bcc,React|SQL|Django|Excel|Django,Surveying|Safety Compliance|Site Management|eLearning,SENIOR,14,Dodoma,Kilimanjaro,11266902,15350160,0
5527f2e5-6756-46e6-a3f2-25154880e566,c3bfa319-b73a-4153-bc86-3fda3eb0e117,Teaching|eLearning|Counseling,Cloud|Django|Flutter|Irrigation,MID,15,Kilimanjaro,Dodoma,13796728,8157318,0
5527f2e5-6756-46e6-a3f2-25154880e566,6a7a0791-712a-4816-92e7-2ca26412671b,Teaching|eLearning|Counseling,Tax|Accounting|Auditing|Lab Work,MID,2,Kilimanjaro,Moshi,13796728,12914080,0
5527f2e5-6756-46e6-a3f2-25154880e566,18436460-851b-4e04-8e66-941abbc0fe2f,Teaching|eLearning|Counseling,Financial Analysis|Excel|Tax,MID,9,Kilimanjaro,Morogoro,13796728,5119927,0
5527f2e5-6756-46e6-a3f2-25154880e566,3b412b4b-08fb-4fd2-b839-164cbcfdd80d,Teaching|eLearning|Counseling,Travel Planning|Event Planning|Tour Guiding,MID,14,Kilimanjaro,Morogoro,13796728,3778186,0
5527f2e5-6756-46e6-a3f2-25154880e566,8ceacea6-ff1c-47f8-91ee-eda48eb389c7,Teaching|eLearning|Counseling,Agribusiness|Irrigation|Soil Science|Nursing,MID,6,Kilimanjaro,Dodoma,13796728,12819164,0
5527f2e5-6756-46e6-a3f2-25154880e566,2b683173-8570-4e63-8a02-3a61050ca8a6,Teaching|eLearning|Counseling,Surveying|Civil Engineering|Safety Compliance|Travel Planning,MID,5,Kilimanjaro,Mbeya,13796728,12445559,0
ad422411-ac74-4bf4-b333-fb5f00959526,9d9f350c-cd5b-4b4c-b940-46468aae4252,Energy Auditing|Renewables|Grid Management|Excel,Site Management|Safety Compliance|AutoCAD|Android|Cloud,ENTRY,8,Dar es Salaam,Arusha,6049666,3176472,0
ad422411-ac74-4bf4-b333-fb5f00959526,96de2d5a-f922-48a7-9b8c-016fda4a9d49,Energy Auditing|Renewables|Grid Management|Excel,Route Planning|Logistics|Fleet Management,ENTRY,14,Dar es Salaam,Morogoro,6049666,14074583,0
4d64a8f4-f016-4335-a968-b1db893028cc,6fe244c3-2cd8-4b93-8b96-47fb1787d202,Public Health|Nursing|Patient Care,Curriculum Design|eLearning|Special Needs,MID,10,Arusha,Dar es Salaam,11565615,11431758,0
4d64a8f4-f016-4335-a968-b1db893028cc,decab314-ec47-4195-80d3-65d2c1a78d1a,Public Health|Nursing|Patient Care,Energy Auditing|Renewables|Maintenance|Fleet Management,MID,6,Arusha,Dodoma,11565615,9207110,0
4d64a8f4-f016-4335-a968-b1db893028cc,27614de4-2ce9-4f9b-b66f-e6da5cbe5ecd,Public Health|Nursing|Patient Care,Financial Analysis|Excel|Tax|React|Grid Management,MID,8,Arusha,Morogoro,11565615,12644739,0
4d64a8f4-f016-4335-a968-b1db893028cc,c2762343-86de-423a-a2c1-55e8cc6fdb38,Public Health|Nursing|Patient Care,Route Planning|Dispatch|Driving|Irrigation|Route Planning,MID,1,Arusha,Morogoro,11565615,5892746,0
4d64a8f4-f016-4335-a968-b1db893028cc,1d0826fe-421e-417b-a2ee-37d46a76e21e,Public Health|Nursing|Patient Care,Public Health|Nursing|Lab Work,MID,2,Arusha,Kilimanjaro,11565615,17267970,0
4d64a8f4-f016-4335-a968-b1db893028cc,c02a2392-3f75-42ea-99f5-fcb7624504e4,Public Health|Nursing|Patient Care,Driving|Dispatch|Logistics|Cloud|Electrical Engineering,MID,9,Arusha,Morogoro,11565615,10661483,0
89b2d652-3e6d-4c14-b0eb-4515f65a2409,9d306f72-c208-4337-8c1a-b49efa693676,Logistics|Route Planning|Fleet Management|Agribusiness,Excel|Auditing|Tax|Energy Auditing|Safety Compliance,MID,7,Dodoma,Mwanza,14596144,10981875,0
89b2d652-3e6d-4c14-b0eb-4515f65a2409,18a2ae81-8ec6-4d25-8739-82010be1b230,Logistics|Route Planning|Fleet Management|Agribusiness,Hotel Management|Tour Guiding|Travel Planning,MID,7,Dodoma,Morogoro,14596144,8722849,0
006ca51b-ead2-4955-b6f7-f52866d99e1b,83f3d815-8d05-4dc0-a45a-509fffec18bf,Special Needs|Curriculum Design|Counseling,Tax|Auditing|Excel|Renewables,MID,4,Mbeya,Mwanza,12352915,4727712,0
006ca51b-ead2-4955-b6f7-f52866d99e1b,9cecc7ed-73a0-4c4b-b670-e4490813bef1,Special Needs|Curriculum Design|Counseling,AutoCAD|Civil Engineering|Surveying,MID,6,Mbeya,Kilimanjaro,12352915,4263744,0
006ca51b-ead2-4955-b6f7-f52866d99e1b,4a5869d8-0d54-4c35-9712-0ed7d83e8e4e,Special Needs|Curriculum Design|Counseling,Public Health|Lab Work|Nursing,MID,2,Mbeya,Dar es Salaam,12352915,5091469,0
006ca51b-ead2-4955-b6f7-f52866d99e1b,8f8518d5-d9bb-4c35-b988-f4efe8dc85e8,Special Needs|Curriculum Design|Counseling,Renewables|Grid Management|Maintenance,MID,9,Mbeya,Zanzibar,12352915,12374795,0
006ca51b-ead2-4955-b6f7-f52866d99e1b,fa553464-03b1-486a-a940-000668bac500,Special Needs|Curriculum Design|Counseling,Site Management|AutoCAD|Surveying,MID,6,Mbeya,Kilimanjaro,12352915,10045927,0
006ca51b-ead2-4955-b6f7-f52866d99e1b,65af9d8f-7938-42b7-b2c9-1f3e2c91bf6e,Special Needs|Curriculum Design|Counseling,Public Health|Patient Care|Lab Work|Customer Service,MID,10,Mbeya,Dar es Salaam,12352915,11654169,0
006ca51b-ead2-4955-b6f7-f52866d99e1b,13a164eb-67f5-4f97-8ec1-5bad8c170062,Special Needs|Curriculum Design|Counseling,SQL|React|Flutter|Networking|Maintenance,MID,5,Mbeya,Kilimanjaro,12352915,13956515,0
006ca51b-ead2-4955-b6f7-f52866d99e1b,328d3465-a7aa-4875-b586-c9981fa234d5,Special Needs|Curriculum Design|Counseling,Agribusiness|Livestock|Crop Science,MID,10,Mbeya,Mbeya,12352915,3373921,0
006ca51b-ead2-4955-b6f7-f52866d99e1b,a80e621b-9560-41eb-b085-80d5f187b17a,Special Needs|Curriculum Design|Counseling,Crop Science|Livestock|Agribusiness,MID,15,Mbeya,Dar es Salaam,12352915,6239103,0
006ca51b-ead2-4955-b6f7-f52866d99e1b,f3f9ea8c-91d8-4220-9e7b-5745c54fff1f,Special Needs|Curriculum Design|Counseling,Civil Engineering|Surveying|Site Management,MID,7,Mbeya,Kilimanjaro,12352915,3363562,0
e083d66f-73bf-4d16-921d-41b32dfe4aeb,38fa4ab5-6a85-4670-8120-1ed3e9b39702,Site Management|AutoCAD|Civil Engineering,Grid Management|Maintenance|Electrical Engineering|Soil Science,MID,8,Kilimanjaro,Mwanza,9203278,4366975,0
e083d66f-73bf-4d16-921d-41b32dfe4aeb,f3f9ea8c-91d8-4220-9e7b-5745c54fff1f,Site Management|AutoCAD|Civil Engineering,Civil Engineering|Surveying|Site Management,MID,7,Kilimanjaro,Kilimanjaro,9203278,3363562,1
e083d66f-73bf-4d16-921d-41b32dfe4aeb,f4df6759-af45-434a-b4ae-a40558b3766a,Site Management|AutoCAD|Civil Engineering,Flutter|Django|Networking,MID,3,Kilimanjaro,Dar es Salaam,9203278,17725586,0
e083d66f-73bf-4d16-921d-41b32dfe4aeb,15fd31a6-58b9-4fac-b1bf-c421af8db960,Site Management|AutoCAD|Civil Engineering,Networking|Python|Android|Tax|AutoCAD,MID,2,Kilimanjaro,Morogoro,9203278,5122300,0
e083d66f-73bf-4d16-921d-41b32dfe4aeb,cedb303e-24e9-439a-8aca-c1b818102986,Site Management|AutoCAD|Civil Engineering,Surveying|Civil Engineering|Site Management,MID,0,Kilimanjaro,Moshi,9203278,16559616,0
e083d66f-73bf-4d16-921d-41b32dfe4aeb,eeb2a032-28d3-4f71-a214-d9e97fb95a46,Site Management|AutoCAD|Civil Engineering,Agribusiness|Livestock|Irrigation|Tax|Route Planning,MID,13,Kilimanjaro,Arusha,9203278,16960051,0
e083d66f-73bf-4d16-921d-41b32dfe4aeb,e00ec7eb-2a31-45a4-a48d-cb1b1d2edf57,Site Management|AutoCAD|Civil Engineering,Energy Auditing|Grid Management|Renewables|Linux|Safety Compliance,MID,8,Kilimanjaro,Dar es Salaam,9203278,9837762,0
e083d66f-73bf-4d16-921d-41b32dfe4aeb,b5c48ba0-35f9-4d6c-a07b-c281c0b107f1,Site Management|AutoCAD|Civil Engineering,Energy Auditing|Grid Management|Electrical Engineering|Cloud|React,MID,11,Kilimanjaro,Morogoro,9203278,11900180,0
e083d66f-73bf-4d16-921d-41b32dfe4aeb,ef5dbc84-e38f-464a-a2c5-61ec7e2a976a,Site Management|AutoCAD|Civil Engineering,Auditing|Accounting|Excel,MID,14,Kilimanjaro,Dar es Salaam,9203278,12753895,0
4cc31b0f-b33c-403f-84f4-998af189e57a,e7107334-b1b9-46da-9b5e-952f3ae032c2,Networking|React|Linux|Accounting|Teaching,Driving|Route Planning|Logistics|Renewables,ENTRY,8,Zanzibar,Tanga,7058655,16111113,0
4cc31b0f-b33c-403f-84f4-998af189e57a,96aa83e2-2dc7-452a-b9d6-30cbf16a9708,Networking|React|Linux|Accounting|Teaching,Nursing|Clinical Research|Patient Care|Grid Management,ENTRY,8,Zanzibar,Mbeya,7058655,13138420,0
4cc31b0f-b33c-403f-84f4-998af189e57a,1fe43661-4213-4d4d-9238-57001b151c0d,Networking|React|Linux|Accounting|Teaching,Auditing|Financial Analysis|Accounting|Excel,ENTRY,5,Zanzibar,Tanga,7058655,13584663,0
4cc31b0f-b33c-403f-84f4-998af189e57a,3286d89a-9be4-4380-9b78-954c7c7cfaca,Networking|React|Linux|Accounting|Teaching,eLearning|Special Needs|Curriculum Design|Energy Auditing|Livestock,ENTRY,2,Zanzibar,Dodoma,7058655,3005290,0
4cc31b0f-b33c-403f-84f4-998af189e57a,557c835e-9cfa-4aaf-b419-c666a1ff106b,Networking|React|Linux|Accounting|Teaching,Customer Service|Tour Guiding|Travel Planning,ENTRY,14,Zanzibar,Tanga,7058655,4695356,0
7279e56c-9da6-4ed4-bb41-49f6fbdb2f27,4c84818d-ba80-4f82-9489-c922620f177a,Driving|Logistics|Route Planning,Customer Service|Hotel Management|Tour Guiding,ENTRY,8,Dar es Salaam,Dar es Salaam,10744337,8154978,0
7279e56c-9da6-4ed4-bb41-49f6fbdb2f27,084f4ebf-ad1b-49a5-9625-24ff367fd9d0,Driving|Logistics|Route Planning,React|Django|Cloud|Accounting|Fleet Management,ENTRY,8,Dar es Salaam,Tanga,10744337,11498173,0
7279e56c-9da6-4ed4-bb41-49f6fbdb2f27,e28bb914-fb33-47cb-b084-80ed68deb767,Driving|Logistics|Route Planning,Grid Management|Renewables|Energy Auditing|Lab Work|Linux,ENTRY,7,Dar es Salaam,Zanzibar,10744337,14470321,0
7279e56c-9da6-4ed4-bb41-49f6fbdb2f27,de92a5e3-5f1a-4771-9ea9-817ccbdd1998,Driving|Logistics|Route Planning,Lab Work|Nursing|Public Health,ENTRY,9,Dar es Salaam,Kilimanjaro,10744337,10617253,0
7279e56c-9da6-4ed4-bb41-49f6fbdb2f27,586368c8-5ced-43a8-8a47-a331b6794d24,Driving|Logistics|Route Planning,Networking|Flutter|SQL|Civil Engineering|Site Management,ENTRY,15,Dar es Salaam,Morogoro,10744337,12395895,0
7279e56c-9da6-4ed4-bb41-49f6fbdb2f27,de0d261e-1a4f-4f0c-8ebf-a01dce81f34a,Driving|Logistics|Route Planning,eLearning|Special Needs|Counseling,ENTRY,11,Dar es Salaam,Tanga,10744337,6081929,0
7279e56c-9da6-4ed4-bb41-49f6fbdb2f27,04a38e5f-9800-4c87-92da-0c38206783c0,Driving|Logistics|Route Planning,Clinical Research|Lab Work|Public Health,ENTRY,13,Dar es Salaam,Mbeya,10744337,5277519,0
7279e56c-9da6-4ed4-bb41-49f6fbdb2f27,c416352e-b966-4ddf-9008-9f42bfcfedbc,Driving|Logistics|Route Planning,Civil Engineering|Safety Compliance|Surveying|Logistics|Maintenance,ENTRY,2,Dar es Salaam,Dar es Salaam,10744337,12509760,0
d8a6857b-e61f-44a1-944e-f3b1b8ea2cf1,98ead587-ca20-4fd0-a7cb-39c4b57a2052,Tax|Accounting|Financial Analysis|React,Grid Management|Renewables|Maintenance|Android|SQL,SENIOR,12,Kilimanjaro,Arusha,8232432,4428892,0
d8a6857b-e61f-44a1-944e-f3b1b8ea2cf1,4a7ea0e9-543d-4333-a39c-ccdfdd86bb2b,Tax|Accounting|Financial Analysis|React,Android|React|SQL|Flutter,SENIOR,15,Kilimanjaro,Moshi,8232432,17889556,0
d8a6857b-e61f-44a1-944e-f3b1b8ea2cf1,11c670b8-3026-4e6e-820c-5178a879a7ec,Tax|Accounting|Financial Analysis|React,Route Planning|Fleet Management|Driving|Public Health|Route Planning,SENIOR,8,Kilimanjaro,Zanzibar,8232432,10294826,0
d8a6857b-e61f-44a1-944e-f3b1b8ea2cf1,0671b892-c07f-44f9-8058-27e7bbb1259a,Tax|Accounting|Financial Analysis|React,Customer Service|Travel Planning|Tour Guiding,SENIOR,0,Kilimanjaro,Moshi,8232432,17807367,0
d8a6857b-e61f-44a1-944e-f3b1b8ea2cf1,4df6fb64-a4a4-49fc-81c1-a3eaeef48914,Tax|Accounting|Financial Analysis|React,Grid Management|Maintenance|Energy Auditing,SENIOR,8,Kilimanjaro,Kilimanjaro,8232432,15477548,0
d8a6857b-e61f-44a1-944e-f3b1b8ea2cf1,0599eb87-cfc5-45c1-bead-a3363aefc07d,Tax|Accounting|Financial Analysis|React,Financial Analysis|Tax|Accounting|Customer Service,SENIOR,8,Kilimanjaro,Moshi,8232432,11152808,0
d8a6857b-e61f-44a1-944e-f3b1b8ea2cf1,74ac6468-1418-4e50-87be-ac109e43513c,Tax|Accounting|Financial Analysis|React,Renewables|Energy Auditing|Grid Management,SENIOR,7,Kilimanjaro,Dodoma,8232432,3306162,0
50c9dab5-c6d5-43e1-a48d-a03d1b21425a,b6a89d30-9e32-45f2-ab9e-114daed4c818,Linux|Cloud|Networking,Grid Management|Electrical Engineering|Renewables|Tour Guiding,ENTRY,9,Arusha,Arusha,11237995,11169343,0
50c9dab5-c6d5-43e1-a48d-a03d1b21425a,d00e2962-2c19-4db0-82a1-6429e018235d,Linux|Cloud|Networking,Maintenance|Electrical Engineering|Grid Management,ENTRY,10,Arusha,Mbeya,11237995,3735520,0
50c9dab5-c6d5-43e1-a48d-a03d1b21425a,4d4a4e41-c2b1-4f15-96a8-131aa51a735c,Linux|Cloud|Networking,Excel|Accounting|Tax,ENTRY,8,Arusha,Arusha,11237995,7829919,0
50c9dab5-c6d5-43e1-a48d-a03d1b21425a,9ad4ffbc-730c-4ef4-a5e5-46b7b055c935,Linux|Cloud|Networking,Energy Auditing|Renewables|Electrical Engineering|Maintenance,ENTRY,1,Arusha,Mwanza,11237995,16720836,0
a195a27b-8d9a-412b-a274-2d1dc1f16fd0,4bd78a13-c473-4872-b400-666962923f2c,Energy Auditing|Maintenance|Grid Management,Nursing|Lab Work|Public Health|Crop Science|Electrical Engineering,MID,3,Arusha,Mbeya,14859511,7939895,0
a195a27b-8d9a-412b-a274-2d1dc1f16fd0,76c674a7-df49-4bd1-8678-6143800936fe,Energy Auditing|Maintenance|Grid Management,Hotel Management|Customer Service|Event Planning,MID,0,Arusha,Morogoro,14859511,4737899,0
a195a27b-8d9a-412b-a274-2d1dc1f16fd0,c58071e5-6241-443f-866b-a5b6ae4ddf1d,Energy Auditing|Maintenance|Grid Management,Maintenance|Renewables|Grid Management,MID,11,Arusha,Arusha,14859511,4960754,1
a195a27b-8d9a-412b-a274-2d1dc1f16fd0,061e50c7-01de-4723-9891-2cb95c5fecd8,Energy Auditing|Maintenance|Grid Management,Public Health|Nursing|Patient Care|Nursing,MID,0,Arusha,Kilimanjaro,14859511,11951736,0
a195a27b-8d9a-412b-a274-2d1dc1f16fd0,499f285a-2a4f-41f9-a915-440ffb91143d,Energy Auditing|Maintenance|Grid Management,Irrigation|Soil Science|Crop Science,MID,1,Arusha,Moshi,14859511,10693050,0
a195a27b-8d9a-412b-a274-2d1dc1f16fd0,ec3d775e-5030-45c8-8a60-3e66950f3184,Energy Auditing|Maintenance|Grid Management,Civil Engineering|Site Management|Surveying,MID,14,Arusha,Kilimanjaro,14859511,6214948,0
44407c2b-ad0e-47d5-84eb-137500c4967e,bdd61f0f-8951-44be-b19b-edf18974f00d,eLearning|Curriculum Design|Counseling|Civil Engineering,Logistics|Route Planning|Dispatch|Linux,ENTRY,14,Mbeya,Kilimanjaro,9281162,14422686,0
44407c2b-ad0e-47d5-84eb-137500c4967e,253b514a-4b93-4938-85e3-d48aef59c1c5,eLearning|Curriculum Design|Counseling|Civil Engineering,Dispatch|Driving|Route Planning|Android,ENTRY,4,Mbeya,Mwanza,9281162,4227277,0
44407c2b-ad0e-47d5-84eb-137500c4967e,79bee357-4804-44bd-a5a4-1f2bc31f1a6d,eLearning|Curriculum Design|Counseling|Civil Engineering,Tax|Financial Analysis|Excel|Soil Science,ENTRY,10,Mbeya,Kilimanjaro,9281162,12486382,0
44407c2b-ad0e-47d5-84eb-137500c4967e,984a531e-5cc0-4883-826a-3f0b4e0fe21f,eLearning|Curriculum Design|Counseling|Civil Engineering,Accounting|Tax|Financial Analysis,ENTRY,4,Mbeya,Mwanza,9281162,6334268,0
44407c2b-ad0e-47d5-84eb-137500c4967e,196a428f-0972-46a8-a4a8-d452cf663a90,eLearning|Curriculum Design|Counseling|Civil Engineering,Event Planning|Travel Planning|Customer Service|Django|Soil Science,ENTRY,1,Mbeya,Dar es Salaam,9281162,10078257,0
44407c2b-ad0e-47d5-84eb-137500c4967e,777b0bb6-1704-46c0-9124-91335bdf85f3,eLearning|Curriculum Design|Counseling|Civil Engineering,Accounting|Auditing|Tax|Dispatch,ENTRY,6,Mbeya,Morogoro,9281162,17645851,0
44407c2b-ad0e-47d5-84eb-137500c4967e,e98c24fc-0753-4af4-8a90-7dca1d8b1279,eLearning|Curriculum Design|Counseling|Civil Engineering,Special Needs|eLearning|Curriculum Design|Curriculum Design,ENTRY,1,Mbeya,Kilimanjaro,9281162,9869931,0
66bde53d-441d-4680-ae5d-16ea8829f4b1,8dccce75-f29d-473b-a297-587759005280,Accounting|Excel|Financial Analysis|Nursing|Livestock,Energy Auditing|Grid Management|Maintenance|Driving|Cloud,MID,5,Moshi,Mwanza,12448050,6629243,0
66bde53d-441d-4680-ae5d-16ea8829f4b1,97bfd831-da48-42c8-9f90-917cbfec8e37,Accounting|Excel|Financial Analysis|Nursing|Livestock,Special Needs|eLearning|Counseling,MID,1,Moshi,Mwanza,12448050,13069929,0
66bde53d-441d-4680-ae5d-16ea8829f4b1,431f7fb3-ab68-4a77-b596-780970842721,Accounting|Excel|Financial Analysis|Nursing|Livestock,AutoCAD|Site Management|Surveying,MID,1,Moshi,Mbeya,12448050,4667193,0
66bde53d-441d-4680-ae5d-16ea8829f4b1,f3ea4fa0-5c81-412e-9a7a-e2353af1c504,Accounting|Excel|Financial Analysis|Nursing|Livestock,Accounting|Auditing|Financial Analysis|AutoCAD|Irrigation,MID,12,Moshi,Zanzibar,12448050,14700452,0
fec4fbc7-2a74-488f-9eec-3f1f66b70f80,ba883e0c-ca12-4888-a406-48e70dc7aaa1,Grid Management|Energy Auditing|Maintenance|Event Planning|Auditing,Teaching|Curriculum Design|Special Needs|Route Planning|SQL,MID,9,Tanga,Tanga,9519308,13147393,0
fec4fbc7-2a74-488f-9eec-3f1f66b70f80,591c03f1-2688-4edd-be3c-dbb1ebc63dbe,Grid Management|Energy Auditing|Maintenance|Event Planning|Auditing,eLearning|Special Needs|Teaching|Dispatch|Fleet Management,MID,7,Tanga,Mbeya,9519308,12664927,0
