seeker_id,job_id,seeker_skills,job_skills,seeker_experience_years,job_experience_level,seeker_location,job_location,seeker_salary_expectation,job_salary_min,applied
40c232ec-a2c3-4f14-b063-990752123fdd,5fffc8de-2fa8-43dd-bad3-79d6bca0b517,eLearning|Curriculum Design|Auditing|Teaching,Curriculum Design|Special Needs|Teaching,8,ENTRY,Zanzibar,Mbeya,14002040,7686383,0
40c232ec-a2c3-4f14-b063-990752123fdd,8b4b8194-de5a-4ea8-aaf4-2f5b775cb796,eLearning|Curriculum Design|Auditing|Teaching,Linux|Cloud|Flutter|Travel Planning,8,ENTRY,Zanzibar,Morogoro,14002040,10663678,0
40c232ec-a2c3-4f14-b063-990752123fdd,06d52c38-a720-4ea3-9680-90ab868031eb,eLearning|Curriculum Design|Auditing|Teaching,Patient Care|Electrical Engineering|Lab Work|Public Health,8,SENIOR,Zanzibar,Kilimanjaro,14002040,11123355,0
40c232ec-a2c3-4f14-b063-990752123fdd,c7038586-ff29-42f3-9bec-e4e64fae0d7d,eLearning|Curriculum Design|Auditing|Teaching,Financial Analysis|Soil Science|Irrigation|Crop Science,8,MID,Zanzibar,Kilimanjaro,14002040,5536708,0
40c232ec-a2c3-4f14-b063-990752123fdd,c2c5340c-176b-471e-9587-4082a9a7f913,eLearning|Curriculum Design|Auditing|Teaching,Networking|Cloud|Android,8,MID,Zanzibar,Moshi,14002040,3114318,0
40c232ec-a2c3-4f14-b063-990752123fdd,34470ba9-7285-44e5-bbbd-b31677056844,eLearning|Curriculum Design|Auditing|Teaching,eLearning|Curriculum Design|Special Needs,8,ENTRY,Zanzibar,Dodoma,14002040,13272964,0
40c232ec-a2c3-4f14-b063-990752123fdd,39f3dc6f-58f2-46c0-8707-734ed489b7ce,eLearning|Curriculum Design|Auditing|Teaching,Networking|Special Needs|eLearning|Accounting|Lab Work|Counseling,8,MID,Zanzibar,Arusha,14002040,9623523,0
40c232ec-a2c3-4f14-b063-990752123fdd,61e8bace-5e73-4c88-8501-51a774c7e6e9,eLearning|Curriculum Design|Auditing|Teaching,Accounting|Flutter|Linux|Cloud|Django,8,ENTRY,Zanzibar,Dar es Salaam,14002040,3817581,0
40c232ec-a2c3-4f14-b063-990752123fdd,75bfb6d0-f966-4949-9e49-eb0451ef792c,eLearning|Curriculum Design|Auditing|Teaching,Nursing|Patient Care|eLearning|Lab Work|Renewables|Teaching,8,MID,Zanzibar,Morogoro,14002040,11117001,0
50cbe0aa-79fa-40f3-aacd-d731f63c88ea,555f3bf3-05b9-48f0-8cbe-82c300361e10,Special Needs|eLearning|Teaching|Cloud|Event Planning|Django,Safety Compliance|Civil Engineering|AutoCAD|Android,1,SENIOR,Mwanza,Arusha,16596836,4869938,0
50cbe0aa-79fa-40f3-aacd-d731f63c88ea,4eba00f1-7e9e-4b84-a464-e12870de2d82,Special Needs|eLearning|Teaching|Cloud|Event Planning|Django,eLearning|Customer Service|Renewables|Teaching|Curriculum Design|Civil Engineering,1,MID,Mwanza,Tanga,16596836,13068054,0
642a4b57-cb06-4a4b-9dd9-80513eb67877,8734765a-cc6a-440a-b55d-c7c7ddd16b5c,eLearning|Counseling|Teaching,Patient Care|Nursing|Public Health|SQL|Linux,1,MID,Mwanza,Arusha,3218360,14435252,0
642a4b57-cb06-4a4b-9dd9-80513eb67877,ff9e5505-2bab-40a7-bf33-e7e5437a2f87,eLearning|Counseling|Teaching,Livestock|Soil Science|Crop Science,1,ENTRY,Mwanza,Kilimanjaro,3218360,6068965,0
642a4b57-cb06-4a4b-9dd9-80513eb67877,a57fe22b-db6b-41a7-8923-f4c04c86bc10,eLearning|Counseling|Teaching,Tax|Nursing|Public Health|Lab Work|Excel|Clinical Research,1,MID,Mwanza,Mbeya,3218360,14686696,0
642a4b57-cb06-4a4b-9dd9-80513eb67877,2ca5a541-6f3d-4d8d-a47e-9f5f82737f3a,eLearning|Counseling|Teaching,Special Needs|eLearning|Accounting|Counseling|Curriculum Design,1,SENIOR,Mwanza,Dodoma,3218360,12794702,0
642a4b57-cb06-4a4b-9dd9-80513eb67877,0238a1cd-fc34-415d-b782-33b89bf06805,eLearning|Counseling|Teaching,Renewables|Maintenance|Agribusiness|Grid Management,1,SENIOR,Mwanza,Mwanza,3218360,10055598,0
2cc191e7-9300-4427-8c86-e303058a3cae,a5fd7efd-923b-4a50-97f4-175c56006b25,Special Needs|eLearning|SQL|Counseling|Financial Analysis,Networking|Special Needs|Irrigation|Counseling|Teaching,10,ENTRY,Zanzibar,Mbeya,13338715,12659162,0
2cc191e7-9300-4427-8c86-e303058a3cae,2b440022-1137-4695-9b8a-cfbdeb282b70,Special Needs|eLearning|SQL|Counseling|Financial Analysis,Safety Compliance|Clinical Research|Auditing|Civil Engineering|AutoCAD|Android,10,MID,Zanzibar,Morogoro,13338715,6526476,0
2cc191e7-9300-4427-8c86-e303058a3cae,a4f90050-276e-409f-860d-bda70da27e18,Special Needs|eLearning|SQL|Counseling|Financial Analysis,Irrigation|Lab Work|Civil Engineering|Livestock|Crop Science,10,MID,Zanzibar,Morogoro,13338715,8002465,0
c35c54cb-c092-48fb-a2a0-8fc21ae3d1d6,b90ee2b0-2a93-4bd0-8c45-04aedf3fa89c,Networking|Python|Flutter|Customer Service|Linux,Clinical Research|Patient Care|Nursing,9,MID,Dar es Salaam,Moshi,15955493,9261539,0
c35c54cb-c092-48fb-a2a0-8fc21ae3d1d6,7d322f91-897d-448e-b64b-fad6d014edef,Networking|Python|Flutter|Customer Service|Linux,Curriculum Design|Counseling|Excel|Teaching,9,SENIOR,Dar es Salaam,Tanga,15955493,8067429,0
c35c54cb-c092-48fb-a2a0-8fc21ae3d1d6,b4e50640-cfcb-472d-bc7c-d8c3d683ce16,Networking|Python|Flutter|Customer Service|Linux,Route Planning|Special Needs|Flutter|Surveying|Counseling|Teaching,9,MID,Dar es Salaam,Morogoro,15955493,8490166,0
c35c54cb-c092-48fb-a2a0-8fc21ae3d1d6,ba5e929a-cd50-420c-ae40-c285bd77ce9d,Networking|Python|Flutter|Customer Service|Linux,Safety Compliance|Travel Planning|Hotel Management|SQL|Customer Service,9,SENIOR,Dar es Salaam,Dodoma,15955493,7671294,0
f5b5ac9d-775c-4492-9883-13cbd035ffbd,fee1e4ab-5160-4720-b08b-fc3dba86475f,Dispatch|Logistics|Fleet Management|Public Health,Nursing|Lab Work|Clinical Research|Curriculum Design|Grid Management,8,MID,Kilimanjaro,Kilimanjaro,8896873,11799378,0
f5b5ac9d-775c-4492-9883-13cbd035ffbd,14c3ce21-cc4f-4cd0-971d-1ba19286cc62,Dispatch|Logistics|Fleet Management|Public Health,Patient Care|Lab Work|Public Health,8,ENTRY,Kilimanjaro,Zanzibar,8896873,6540523,0
f5b5ac9d-775c-4492-9883-13cbd035ffbd,8e8c67b6-4a7d-4970-b430-4139c6dde96a,Dispatch|Logistics|Fleet Management|Public Health,Networking|Irrigation|Hotel Management|Accounting|Agribusiness|Crop Science,8,MID,Kilimanjaro,Zanzibar,8896873,5793646,0
f5b5ac9d-775c-4492-9883-13cbd035ffbd,cf262a7d-ca64-4f47-bf93-6342fccbdced,Dispatch|Logistics|Fleet Management|Public Health,Clinical Research|Patient Care|Public Health,8,ENTRY,Kilimanjaro,Tanga,8896873,11022965,0
f5b5ac9d-775c-4492-9883-13cbd035ffbd,722cd05a-45fd-4ea4-bb84-92a881413324,Dispatch|Logistics|Fleet Management|Public Health,Financial Analysis|Customer Service|Event Planning|Hotel Management,8,ENTRY,Kilimanjaro,Mbeya,8896873,13112039,0
f5b5ac9d-775c-4492-9883-13cbd035ffbd,20cbbca9-f93b-46aa-ac54-daeec6d7e141,Dispatch|Logistics|Fleet Management|Public Health,Networking|Site Management|Tour Guiding|Energy Auditing|Renewables|Grid Management,8,ENTRY,Kilimanjaro,Mbeya,8896873,6794015,0
f5b5ac9d-775c-4492-9883-13cbd035ffbd,24dc90c5-3a67-408e-8637-d4d1f90989e7,Dispatch|Logistics|Fleet Management|Public Health,Tax|Nursing|Excel|Financial Analysis|Curriculum Design,8,ENTRY,Kilimanjaro,Zanzibar,8896873,9726811,0
f5b5ac9d-775c-4492-9883-13cbd035ffbd,3830f8a8-7c66-4b6d-b28d-853f7fb02686,Dispatch|Logistics|Fleet Management|Public Health,Python|Maintenance|Energy Auditing|Grid Management,8,ENTRY,Kilimanjaro,Mwanza,8896873,5221525,0
fccdd3f0-cd3a-48dc-b474-b1a5e1644faf,4024be8e-eb11-4766-9d51-e921f82927bd,Electrical Engineering|Renewables|Energy Auditing|Irrigation,Safety Compliance|Nursing|Irrigation|Soil Science|Agribusiness,4,ENTRY,Arusha,Kilimanjaro,10049552,13941376,0
fccdd3f0-cd3a-48dc-b474-b1a5e1644faf,c865ec98-fa42-4a21-8818-f9d895fdb456,Electrical Engineering|Renewables|Energy Auditing|Irrigation,Nursing|Python|SQL|Flutter|Dispatch|Agribusiness,4,MID,Arusha,Arusha,10049552,8025678,0
fccdd3f0-cd3a-48dc-b474-b1a5e1644faf,51b0fd1d-ac0d-4c8a-8ec3-cd4facf2ebdc,Electrical Engineering|Renewables|Energy Auditing|Irrigation,Grid Management|Patient Care|Lab Work|Public Health,4,ENTRY,Arusha,Tanga,10049552,9494433,0
deed5866-afd2-426b-969f-fd4c8a809c60,87c6fd8b-6bb1-420d-8435-8d8b141cb993,Safety Compliance|Travel Planning|Tour Guiding|Electrical Engineering|Event Planning|Django,Patient Care|Excel|Renewables|Maintenance|Livestock|Grid Management,3,MID,Dodoma,Mwanza,9500823,3090356,0
deed5866-afd2-426b-969f-fd4c8a809c60,b08a975a-5aa8-49ca-9206-65d6e9acad0c,Safety Compliance|Travel Planning|Tour Guiding|Electrical Engineering|Event Planning|Django,Patient Care|Site Management|Lab Work|Surveying|Clinical Research,3,ENTRY,Dodoma,Tanga,9500823,8564491,0
deed5866-afd2-426b-969f-fd4c8a809c60,0acdb4f3-2b4c-47aa-9139-16966ce6690f,Safety Compliance|Travel Planning|Tour Guiding|Electrical Engineering|Event Planning|Django,Networking|Special Needs|Travel Planning|Accounting|Counseling|Teaching,3,ENTRY,Dodoma,Morogoro,9500823,4861327,0
deed5866-afd2-426b-969f-fd4c8a809c60,ff206fef-7c25-402b-82a6-f95f090dc016,Safety Compliance|Travel Planning|Tour Guiding|Electrical Engineering|Event Planning|Django,Tax|Accounting|Event Planning|Financial Analysis,3,ENTRY,Dodoma,Tanga,9500823,8403685,0
deed5866-afd2-426b-969f-fd4c8a809c60,ba5e929a-cd50-420c-ae40-c285bd77ce9d,Safety Compliance|Travel Planning|Tour Guiding|Electrical Engineering|Event Planning|Django,Safety Compliance|Travel Planning|Hotel Management|SQL|Customer Service,3,SENIOR,Dodoma,Dodoma,9500823,7671294,0
deed5866-afd2-426b-969f-fd4c8a809c60,15fd4e65-6dcf-4254-856a-24984d148cd0,Safety Compliance|Travel Planning|Tour Guiding|Electrical Engineering|Event Planning|Django,Nursing|Travel Planning|Customer Service|Tour Guiding,3,ENTRY,Dodoma,Dar es Salaam,9500823,6016358,0
deed5866-afd2-426b-969f-fd4c8a809c60,97958aad-af80-449c-87b5-1dde448e550e,Safety Compliance|Travel Planning|Tour Guiding|Electrical Engineering|Event Planning|Django,Travel Planning|Energy Auditing|Renewables|Grid Management|Android,3,ENTRY,Dodoma,Mwanza,9500823,3085292,0
deed5866-afd2-426b-969f-fd4c8a809c60,7490f8c5-77a9-4446-8189-c7e2a7de80d6,Safety Compliance|Travel Planning|Tour Guiding|Electrical Engineering|Event Planning|Django,Curriculum Design|Clinical Research|Special Needs|Counseling,3,SENIOR,Dodoma,Morogoro,9500823,13893545,0
e3ad1c20-ba2c-4ce6-b401-250587bf7cf1,945d1767-c7ee-4c9e-b9b4-63040f30a496,Dispatch|Logistics|Fleet Management,Renewables|Energy Auditing|Grid Management,3,SENIOR,Arusha,Moshi,10002426,7522250,0
e3ad1c20-ba2c-4ce6-b401-250587bf7cf1,c9f3be42-3a54-4257-ab16-dd741f441a41,Dispatch|Logistics|Fleet Management,Special Needs|Counseling|Teaching,3,SENIOR,Arusha,Tanga,10002426,8357941,0
e3ad1c20-ba2c-4ce6-b401-250587bf7cf1,c51f4058-dd23-4634-b6dc-d714846af33b,Dispatch|Logistics|Fleet Management,Electrical Engineering|Renewables|Maintenance,3,SENIOR,Arusha,Mwanza,10002426,8832788,0
e3ad1c20-ba2c-4ce6-b401-250587bf7cf1,dbf83d62-ed48-479c-a5db-81919e3ac865,Dispatch|Logistics|Fleet Management,Route Planning|Tour Guiding|Dispatch|Linux|Fleet Management,3,ENTRY,Arusha,Arusha,10002426,14680651,0
e3ad1c20-ba2c-4ce6-b401-250587bf7cf1,639d9413-d2ca-42cd-8c54-a830af093273,Dispatch|Logistics|Fleet Management,Safety Compliance|Site Management|Special Needs|Public Health|Surveying|Event Planning,3,ENTRY,Arusha,Kilimanjaro,10002426,10839939,0
e3ad1c20-ba2c-4ce6-b401-250587bf7cf1,b4e50640-cfcb-472d-bc7c-d8c3d683ce16,Dispatch|Logistics|Fleet Management,Route Planning|Special Needs|Flutter|Surveying|Counseling|Teaching,3,MID,Arusha,Morogoro,10002426,8490166,0
a2e8c8a5-b176-4c68-9c67-c033d78cbc7e,bf121157-5bcd-4317-a595-b02ef95d6a80,eLearning|Counseling|Teaching,Route Planning|Logistics|Fleet Management,15,ENTRY,Tanga,Dar es Salaam,4458591,14466174,0
a2e8c8a5-b176-4c68-9c67-c033d78cbc7e,92efd4ef-ef49-4a7a-bf48-1375eb91803b,eLearning|Counseling|Teaching,Public Health|Travel Planning|Event Planning|Hotel Management,15,MID,Tanga,Mbeya,4458591,12812826,0
a2e8c8a5-b176-4c68-9c67-c033d78cbc7e,35e3b21b-d438-4243-a01d-fe4f6f0403c2,eLearning|Counseling|Teaching,Nursing|Irrigation|Tour Guiding|Hotel Management|Customer Service,15,MID,Tanga,Mbeya,4458591,9131665,0
a2e8c8a5-b176-4c68-9c67-c033d78cbc7e,1cef7989-e9ea-4c40-809a-798dbbc260a3,eLearning|Counseling|Teaching,Renewables|Maintenance|Grid Management,15,MID,Tanga,Arusha,4458591,12810745,0
a2e8c8a5-b176-4c68-9c67-c033d78cbc7e,84db058f-a80a-4fa4-967d-2ac4ecb39f56,eLearning|Counseling|Teaching,Accounting|Soil Science|React|Auditing|Financial Analysis,15,ENTRY,Tanga,Mbeya,4458591,9721617,0
a2e8c8a5-b176-4c68-9c67-c033d78cbc7e,89d9b971-cd4c-4b1a-b2d1-010c2ebe6504,eLearning|Counseling|Teaching,eLearning|Curriculum Design|Special Needs,15,ENTRY,Tanga,Tanga,4458591,6458339,0
a2e8c8a5-b176-4c68-9c67-c033d78cbc7e,fa6b07bd-5b04-4039-9e8d-a84993328ee2,eLearning|Counseling|Teaching,Public Health|SQL|Energy Auditing|Maintenance|Financial Analysis|Grid Management,15,ENTRY,Tanga,Moshi,4458591,14038570,0
3e0b5eb8-d330-4d66-ae57-b86187a6778b,bd23571d-8afe-493b-bdfd-02e979b1f358,Electrical Engineering|Nursing|Energy Auditing|Maintenance,Special Needs|eLearning|Electrical Engineering|Surveying|Counseling|Auditing,13,SENIOR,Zanzibar,Tanga,13358461,3423464,0
3e0b5eb8-d330-4d66-ae57-b86187a6778b,52ca0cbf-b121-44e9-9046-e0644b6399a8,Electrical Engineering|Nursing|Energy Auditing|Maintenance,Electrical Engineering|Maintenance|Grid Management,13,ENTRY,Zanzibar,Morogoro,13358461,3798139,0
3e0b5eb8-d330-4d66-ae57-b86187a6778b,bd3b7dd8-cba3-4461-b970-cf9efd41812e,Electrical Engineering|Nursing|Energy Auditing|Maintenance,Safety Compliance|Site Management|Energy Auditing|AutoCAD|Grid Management,13,ENTRY,Zanzibar,Mwanza,13358461,5694180,0
3e0b5eb8-d330-4d66-ae57-b86187a6778b,94d2442b-4469-47c4-85a5-8cde2bb112dd,Electrical Engineering|Nursing|Energy Auditing|Maintenance,Energy Auditing|Clinical Research|Renewables|Maintenance|Financial Analysis,13,MID,Zanzibar,Mwanza,13358461,12011817,0
3e0b5eb8-d330-4d66-ae57-b86187a6778b,3eb789e5-f2c8-41cd-8571-b40f2b6c7907,Electrical Engineering|Nursing|Energy Auditing|Maintenance,Networking|Flutter|Travel Planning|React,13,ENTRY,Zanzibar,Arusha,13358461,12536995,0
3e0b5eb8-d330-4d66-ae57-b86187a6778b,3558ba9d-6e56-4297-a90d-fdf33a4ace16,Electrical Engineering|Nursing|Energy Auditing|Maintenance,Agribusiness|Livestock|Crop Science,13,ENTRY,Zanzibar,Kilimanjaro,13358461,10851847,0
3e0b5eb8-d330-4d66-ae57-b86187a6778b,183889d6-caaf-4657-81e7-949bc9fb412d,Electrical Engineering|Nursing|Energy Auditing|Maintenance,Nursing|Special Needs|Energy Auditing|Renewables|Maintenance,13,MID,Zanzibar,Tanga,13358461,4238142,0
16e9dc7b-a1a3-4a60-9d19-b5884673791b,1167515d-f0c2-41cd-aeec-beabd2048073,Electrical Engineering|Renewables|Grid Management|Android,Route Planning|Logistics|React|Fleet Management,15,MID,Tanga,Arusha,7899599,3081142,0
16e9dc7b-a1a3-4a60-9d19-b5884673791b,b8d21c22-fbd2-4a87-9d3f-b19e3e947923,Electrical Engineering|Renewables|Grid Management|Android,eLearning|Counseling|Teaching,15,MID,Tanga,Morogoro,7899599,13116513,0
16e9dc7b-a1a3-4a60-9d19-b5884673791b,38fd56ec-afbc-4e71-9be2-ee8a45f5eec2,Electrical Engineering|Renewables|Grid Management|Android,Nursing|Patient Care|Lab Work,15,ENTRY,Tanga,Kilimanjaro,7899599,10474518,0
16e9dc7b-a1a3-4a60-9d19-b5884673791b,404d19cb-ccec-4e9f-aed5-c52891b00899,Electrical Engineering|Renewables|Grid Management|Android,eLearning|Soil Science|Driving|Counseling|Curriculum Design,15,MID,Tanga,Morogoro,7899599,3122482,0
16e9dc7b-a1a3-4a60-9d19-b5884673791b,e193b115-2c84-4474-aa3b-434df583fe8e,Electrical Engineering|Renewables|Grid Management|Android,Route Planning|Travel Planning|Excel|Driving|Fleet Management,15,SENIOR,Tanga,Kilimanjaro,7899599,11295754,0
46cd0616-b1a5-4671-9dd1-22cd8d077990,1c924799-740f-4565-8d9d-74e5f0d98519,Tax|Patient Care|SQL|Lab Work|Clinical Research,Special Needs|Irrigation|SQL|Counseling|Teaching|Curriculum Design,10,ENTRY,Dodoma,Morogoro,5169624,10692863,0
46cd0616-b1a5-4671-9dd1-22cd8d077990,324fd374-4de3-4734-bd44-11386c493146,Tax|Patient Care|SQL|Lab Work|Clinical Research,Nursing|Patient Care|Curriculum Design|Lab Work,10,MID,Dodoma,Tanga,5169624,14673819,0
46cd0616-b1a5-4671-9dd1-22cd8d077990,546f2aca-7878-4711-ac89-e37120e81cac,Tax|Patient Care|SQL|Lab Work|Clinical Research,Safety Compliance|Site Management|Civil Engineering,10,MID,Dodoma,Moshi,5169624,4553502,0
46cd0616-b1a5-4671-9dd1-22cd8d077990,ecc86f6c-d630-4ae1-8c90-0c49529d2ad8,Tax|Patient Care|SQL|Lab Work|Clinical Research,Python|Energy Auditing|React|Financial Analysis|Cloud|Android,10,ENTRY,Dodoma,Mbeya,5169624,5623521,0
46cd0616-b1a5-4671-9dd1-22cd8d077990,ec405e53-ba88-4e3b-815d-1da097bd9cd6,Tax|Patient Care|SQL|Lab Work|Clinical Research,Accounting|Financial Analysis|Auditing|Patient Care,10,ENTRY,Dodoma,Tanga,5169624,5571870,0
46cd0616-b1a5-4671-9dd1-22cd8d077990,4e84fed5-c759-49a4-97e5-408d9492ae4e,Tax|Patient Care|SQL|Lab Work|Clinical Research,Flutter|React|Linux|Cloud|Django,10,ENTRY,Dodoma,Moshi,5169624,13544163,0
46cd0616-b1a5-4671-9dd1-22cd8d077990,9b72f1a7-5282-41c5-b6df-d19397dc1c09,Tax|Patient Care|SQL|Lab Work|Clinical Research,Curriculum Design|Special Needs|Teaching,10,ENTRY,Dodoma,Kilimanjaro,5169624,13810337,0
46cd0616-b1a5-4671-9dd1-22cd8d077990,06d52c38-a720-4ea3-9680-90ab868031eb,Tax|Patient Care|SQL|Lab Work|Clinical Research,Patient Care|Electrical Engineering|Lab Work|Public Health,10,SENIOR,Dodoma,Kilimanjaro,5169624,11123355,0
46cd0616-b1a5-4671-9dd1-22cd8d077990,da287bd7-3879-41aa-908f-ebe138194cb9,Tax|Patient Care|SQL|Lab Work|Clinical Research,Safety Compliance|Patient Care|Public Health|Lab Work|Energy Auditing|Teaching,10,ENTRY,Dodoma,Arusha,5169624,6196415,0
1071447b-02ef-4a2f-9899-03d18f90cd2a,3830f8a8-7c66-4b6d-b28d-853f7fb02686,Dispatch|Route Planning|Fleet Management,Python|Maintenance|Energy Auditing|Grid Management,9,ENTRY,Zanzibar,Mwanza,13460680,5221525,0
1071447b-02ef-4a2f-9899-03d18f90cd2a,9debb8fa-a897-447c-a11e-125422377433,Dispatch|Route Planning|Fleet Management,Curriculum Design|Counseling|Teaching,9,ENTRY,Zanzibar,Mbeya,13460680,4710246,0
1071447b-02ef-4a2f-9899-03d18f90cd2a,97a392f0-54be-452b-a929-50b605aae280,Dispatch|Route Planning|Fleet Management,Irrigation|Renewables|Maintenance|Livestock|Grid Management,9,ENTRY,Zanzibar,Morogoro,13460680,11455073,0
1071447b-02ef-4a2f-9899-03d18f90cd2a,d87e4c3f-41c2-406e-8f28-e41158054708,Dispatch|Route Planning|Fleet Management,Electrical Engineering|Energy Auditing|SQL|Maintenance,9,MID,Zanzibar,Arusha,13460680,10155317,0
1071447b-02ef-4a2f-9899-03d18f90cd2a,4b372bf1-7025-4fb7-8f2e-a0cd18f4f297,Dispatch|Route Planning|Fleet Management,Electrical Engineering|Energy Auditing|Maintenance,9,ENTRY,Zanzibar,Mwanza,13460680,10218649,0
7b1e9db5-cbe8-4438-b8b1-7f77cb6bfa23,bd1b627d-9d70-4c60-b4dd-06916868b76e,Nursing|Patient Care|Public Health|Excel|Django|Android,Special Needs|Excel|Financial Analysis|Teaching|Curriculum Design,6,ENTRY,Mwanza,Dar es Salaam,11611314,6522794,0
7b1e9db5-cbe8-4438-b8b1-7f77cb6bfa23,9689761e-9108-4b36-9901-5a86f88c3f66,Nursing|Patient Care|Public Health|Excel|Django|Android,Nursing|Lab Work|Patient Care,6,MID,Mwanza,Dar es Salaam,11611314,12375419,1
7b1e9db5-cbe8-4438-b8b1-7f77cb6bfa23,cd3fa9b3-a64c-4e7e-af7b-a123ebb9bc54,Nursing|Patient Care|Public Health|Excel|Django|Android,Route Planning|Python|Maintenance|Logistics|AutoCAD|Fleet Management,6,MID,Mwanza,Arusha,11611314,6525973,0
7b1e9db5-cbe8-4438-b8b1-7f77cb6bfa23,89153a83-7bfc-4a06-b35b-06560f6f0754,Nursing|Patient Care|Public Health|Excel|Django|Android,Dispatch|Route Planning|Fleet Management,6,MID,Mwanza,Moshi,11611314,12503123,0
7b1e9db5-cbe8-4438-b8b1-7f77cb6bfa23,88d8439e-85a4-4cf1-822f-6c0e75355157,Nursing|Patient Care|Public Health|Excel|Django|Android,eLearning|Curriculum Design|Lab Work|Special Needs,6,ENTRY,Mwanza,Arusha,11611314,6513315,0
7b1e9db5-cbe8-4438-b8b1-7f77cb6bfa23,3fd718ae-397c-4206-a525-91d64358b4c5,Nursing|Patient Care|Public Health|Excel|Django|Android,Special Needs|Driving|Counseling|Teaching|Linux,6,ENTRY,Mwanza,Morogoro,11611314,11969769,0
7b1e9db5-cbe8-4438-b8b1-7f77cb6bfa23,11717c8e-f893-4e8c-8193-7e03e3a99877,Nursing|Patient Care|Public Health|Excel|Django|Android,Curriculum Design|Special Needs|Counseling,6,ENTRY,Mwanza,Kilimanjaro,11611314,11905789,0
7b1e9db5-cbe8-4438-b8b1-7f77cb6bfa23,1785d7c5-ef1e-47cd-a1b9-7c5e0324de52,Nursing|Patient Care|Public Health|Excel|Django|Android,React|Python|Android,6,ENTRY,Mwanza,Morogoro,11611314,13958343,0
7b1e9db5-cbe8-4438-b8b1-7f77cb6bfa23,99794af1-5244-4b8e-867e-7ebdaaf745f7,Nursing|Patient Care|Public Health|Excel|Django|Android,Tax|Site Management|Accounting|Excel|Financial Analysis,6,ENTRY,Mwanza,Morogoro,11611314,7787664,0
dd4c7a18-9d74-4e64-a8bb-b88b59f8b50d,143dd2fd-efe5-4b29-aaf8-7d1cacab8a44,Networking|Android|Counseling|Cloud|Crop Science,eLearning|Curriculum Design|Special Needs,6,ENTRY,Kilimanjaro,Morogoro,10647769,11881800,0
dd4c7a18-9d74-4e64-a8bb-b88b59f8b50d,95c31fb2-5951-4cd5-9649-d2339560df2a,Networking|Android|Counseling|Cloud|Crop Science,eLearning|Special Needs|Counseling|Teaching,6,ENTRY,Kilimanjaro,Arusha,10647769,4813792,0
dd4c7a18-9d74-4e64-a8bb-b88b59f8b50d,a6aafe57-f47c-4c1c-b1e9-964a83823588,Networking|Android|Counseling|Cloud|Crop Science,Safety Compliance|Nursing|Special Needs|Lab Work|Clinical Research,6,MID,Kilimanjaro,Dodoma,10647769,7314840,0
dd4c7a18-9d74-4e64-a8bb-b88b59f8b50d,2605eca2-343b-481e-9d4d-1b54467b0dee,Networking|Android|Counseling|Cloud|Crop Science,Clinical Research|Patient Care|Surveying|Public Health,6,ENTRY,Kilimanjaro,Tanga,10647769,3363689,0
dd4c7a18-9d74-4e64-a8bb-b88b59f8b50d,1ce7fbae-7a58-4676-94d4-875ad91b4bb7,Networking|Android|Counseling|Cloud|Crop Science,eLearning|Counseling|Teaching,6,SENIOR,Kilimanjaro,Mbeya,10647769,13920318,0
07948070-0228-42f8-a835-793e9c7c65e2,24dc90c5-3a67-408e-8637-d4d1f90989e7,eLearning|Counseling|Teaching|Curriculum Design|Cloud,Tax|Nursing|Excel|Financial Analysis|Curriculum Design,5,ENTRY,Mbeya,Zanzibar,13121595,9726811,0
07948070-0228-42f8-a835-793e9c7c65e2,0ddd04d0-544f-45e7-803c-1635a907b54d,eLearning|Counseling|Teaching|Curriculum Design|Cloud,Tax|Route Planning|Excel|Financial Analysis|Curriculum Design,5,MID,Mbeya,Dodoma,13121595,5211739,0
07948070-0228-42f8-a835-793e9c7c65e2,2f5dbde0-1422-4ea4-b430-79070ee57bb8,eLearning|Counseling|Teaching|Curriculum Design|Cloud,Nursing|Patient Care|Tour Guiding|Clinical Research|Livestock,5,MID,Mbeya,Arusha,13121595,6577593,0
07948070-0228-42f8-a835-793e9c7c65e2,77a9278d-6771-4358-8c20-ddf66d2bdc7b,eLearning|Counseling|Teaching|Curriculum Design|Cloud,Driving|Logistics|Fleet Management,5,MID,Mbeya,Mbeya,13121595,10867883,0
07948070-0228-42f8-a835-793e9c7c65e2,a54f793d-1b77-476e-840a-791d409c6272,eLearning|Counseling|Teaching|Curriculum Design|Cloud,Driving|Route Planning|Logistics,5,ENTRY,Mbeya,Arusha,13121595,4492502,0
675d2b05-8fd9-4a40-b737-395668a227b0,eff81e6f-e592-4fa4-be01-73dc3195c260,Site Management|Accounting|Clinical Research|Auditing|Financial Analysis|AutoCAD,Python|eLearning|Linux|Cloud|Android,13,SENIOR,Moshi,Arusha,10276588,11761155,0
675d2b05-8fd9-4a40-b737-395668a227b0,78f41c46-dbd7-49cd-bdd9-1f22c91c21b2,Site Management|Accounting|Clinical Research|Auditing|Financial Analysis|AutoCAD,Grid Management|Electrical Engineering|Maintenance,13,MID,Moshi,Morogoro,10276588,12898678,0
675d2b05-8fd9-4a40-b737-395668a227b0,5bc75564-11af-4fe4-bd75-e27089e5dc08,Site Management|Accounting|Clinical Research|Auditing|Financial Analysis|AutoCAD,Site Management|Python|eLearning|Maintenance|Teaching|Curriculum Design,13,SENIOR,Moshi,Tanga,10276588,9034932,0
